hour,oaid,os,item_names,brand,sw,sh,req_id,key,,request_uri
17,1.00E+15,Android_11,"真人秀,益智,芒果出品",Redmi,1449,720,ZKktywLt-wmTELc7,1.00E+15,1,/mango.htm
23,6.93E+15,Android_12,"战争,剧情",Redmi,2320,1080,ZKmFOXrrPwlm8Gv0,6.93E+15,1,/mango.htm
8,,Android_12,"都市,爱情,芒果出品",HUAWEI,1152,2151,ZKipzFmMYQg_GKg7,00000000-0000-0000-0000-000000000000,4,/mango.htm
8,,Android_10,"亲子,明星,真人秀,教育,芒果出品",HUAWEI,1080,2214,ZKitdmWZbQmSOhi2,00000000-0000-0000-0000-000000000000,4,/mango.htm
15,,Android_12,"真人秀,益智",HUAWEI,2597,1228,ZKkOAsM1KnvP3p_6,00000000-0000-0000-0000-000000000000,4,/mango.htm
22,,Android_10,"芒果出品,网剧,都市,爱情,职场",HUAWEI,2231,1080,ZKl4Zz1nowzGdfj2,00000000-0000-0000-0000-000000000000,4,/mango.htm
13,,,"情感,旅游,真人秀,芒果出品",Xiaomi,,,ZKj67VoTBmi2wVd3,0001caed0d17b7a90b3df07af3041b87,1,/mango.htm
7,,,"剧情,爱情,悬疑,犯罪",apple,1170,2532,ZKibTDqsAglltxl3,0001ecac71535eace3dd793b805d75be64bda6ff,1,/mango.htm
21,,,"亲子,明星,真人秀,教育,芒果出品",apple,2436,1125,ZKloJZKH5Ag2Ewp6,0007D603-9D55-46EC-A94A-3BD63A26826C,1,/mango.htm
8,,,"芒果出品,真人秀,明星,搞笑",Xiaomi,,,ZKirpqJ1tQ7cj7-6,0007e623da106b7cda78c649f4e13dbd,1,/mango.htm
13,,,"爱情,都市,家庭",apple,2208,1242,ZKjtYjNAXglq7XY5,0010AB69-C083-4698-B3D4-BD046234590F,1,/mango.htm
18,,,"文化,脱口秀,搞笑",SHARP,,,ZKk9mZ_HQmDqLZe8,00110b2b898de891263c9936ee6f4075,1,/mango.htm
18,,,"真人秀,芒果出品",Xiaodu,,,ZKk7o6NL4glrwZk4,00163c395255357fda57c3a9c746cc0c,1,/mango.htm
12,,Android_11,"真人秀,芒果出品",HUAWEI,2693,1188,ZKjfUXK6qlOV9xu1,0016b8ba-6db6-4900-829b-d558ffac6ff9,1,/mango.htm
11,,,其他,rockchip,,,ZKjVu_SimAlj14G7,0016f955bd986ec38388ff37b585f63a,2,/mango.htm
11,,,"剧情,悬疑,爱情",rockchip,,,ZKjTyOfIIAk9tJh4,0016f955bd986ec38388ff37b585f63a,2,/mango.htm
13,,,"都市,爱情",MStar,,,ZKj6-bxPiW6OwJD2,001771d6108b980f7890d25db3bf4b28,1,/mango.htm
8,,,"剧情,喜剧,芒果出品",apple,828,1792,ZKivg6NL4glrL0A2,00193E3D-6BB8-4EDC-AA36-82521C8FF277,1,/mango.htm
19,,android_10,"都市,剧情",HUAWEI,1200,2499,ZKlNgDqsAgllajR1,001af29b-564b-42bd-bda2-e2e75ab07902,1,/mango.htm
16,,9,"真人秀,旅游",Xiaomi,,,ZKkkyuhm0wlk1Ft3,001fb13efcd826950597967e0e4a7133,1,/mango.htm
16,,,"剧情,爱情,芒果出品",Coocaa,,,ZKkiEefIIAk9DEI6,00233a3751b75cf3e9a0ef1f5bd40c19,1,/mango.htm
7,,Android_10,"真人秀,益智",HUAWEI,1600,2560,ZKilJW-z1AkxlPV1,0023c336-b87a-4469-858f-83bd35e7d865,1,/mango.htm
21,,,"爱情,都市,家庭",OPPO,1080,1920,ZKlmCaNL4glr-F73,0025cea606d1beb95229f92f4cbf7a7f,1,/mango.htm
19,,,"校园,青春,奇幻,喜剧,爱情",Hisense,,,ZKlMqqNL4glr1lm7,00281d8ff987a05419d9297b6a808ca9,1,/mango.htm
18,002970171ac5f41b091ed8d9a0fb97a13cb766e6b5467d6548392d80c499127c,Android_10,"爱情,都市,家庭",vivo,720,1470,ZKk6BSEqaQk_dXl2,002970171ac5f41b091ed8d9a0fb97a13cb766e6b5467d6548392d80c499127c,1,/mango.htm
11,,linux,"爱情,剧情,喜剧,都市,家庭",SAMSUNG,,,ZKjeJ_SimAlj4DI5,002b855b06c91ec39c5f207a2f8891cc,1,/mango.htm
19,,,"真人秀,教育",Xiaomi,,,ZKlH7WyFqQZEvvb1,002e9ff784c51dffccf7c28d3b07bbe5,1,/mango.htm
14,,Android_10,其他,HUAWEI,1080,2322,ZKkFGos1jAlsaj44,00306a80-6c24-4ac4-815b-7ecce9bd670f,1,/mango.htm
7,,9,"古装,武侠,剧情,芒果出品",hisense,,,ZKilV3rrPwlmAqs6,00312ec14ed36c033e3340cf0f88d8be,1,/mango.htm
12,,10,"年代,都市",HUAWEI,,,ZKjjPTNAXglq4uz5,0032f83d56ebcd9bfa325eb4799688d3,1,/mango.htm
20,00336C450FF749459D555CE79D7105EC6705542fccfb989b1e91005ba7fc9330,,"纪实,生活,真人秀",OPPO,720,1424,ZKlP2W-z1AkxRlL7,00336C450FF749459D555CE79D7105EC6705542fccfb989b1e91005ba7fc9330,1,/mango.htm
12,003469701B5C48DB8EE4DB92F2F0B71Da9c88b63ce0dd7102e47e19f9ef90f00,Android_11,"芒果出品,网剧,都市,爱情",OPPO,2290,1080,ZKjfUfSimAlj4VM9,003469701B5C48DB8EE4DB92F2F0B71Da9c88b63ce0dd7102e47e19f9ef90f00,1,/mango.htm
20,,,"爱情,都市",MBX,,,ZKlTmHrrPwlmuTx6,00376e3184740ef3ad0dfc6146c797ab,1,/mango.htm
12,,Android_11,"都市,爱情,剧情",Tianyi,1478,720,ZKji0a5hVTQCHqW8,0038d8a4-fbba-437a-b686-6b04c2c94ba9,1,/mango.htm
12,,,"警匪,爱情,悬疑,芒果出品",apple,828,1792,ZKjfSrVOSgkDnlV8,003aec72a8ca2fa7bde038d1c969d271adbc6847,1,/mango.htm
0,,Android_12,"都市,爱情",HUAWEI,2268,1104,ZKg8J6NL4glr_Qv5,003bc947-5192-431a-8bd4-0e7a43fa5b2b,1,/mango.htm
4,,,"战争,剧情",Hisense,,,ZKhxk3bTGAl4I_E6,003d58062649bf8eef9ee55d731cb46c,1,/mango.htm
21,,,"战争,剧情",Xiaomi,,,ZKld-HbTGAl4_Ee0,0043d2a95f972a8810f94ef73c78c684,1,/mango.htm
8,00446ecf874314987c08fc9fd80f58ff37cd47078c064c70d5fc934d903dd0a1,Android_11,其他,vivo,1080,2316,ZKivvRIkWQlpP1K1,00446ecf874314987c08fc9fd80f58ff37cd47078c064c70d5fc934d903dd0a1,1,/mango.htm
12,004500237FDD81D3783142416E3AC4C8F787921D66C164DF5AD146D9A8BAF848,android,其他,OnePlus,2297,1080,ZKjg7yBTwAl5bzk4,004500237FDD81D3783142416E3AC4C8F787921D66C164DF5AD146D9A8BAF848,1,/mango.htm
20,,,"亲子,明星,真人秀,教育,芒果出品",apple,2532,1170,ZKlZu5LUijjmj8D8,0045347ef8b1759f1bdf6ffc7480cc57d1e0a20d,1,/mango.htm
18,,,"爱情,都市,家庭",MStar,,,ZKk3tvCkHQlZQ_n5,0046d9053633a7bb1c7bb6902363011f,1,/mango.htm
19,,10,"都市,爱情,芒果出品",HUAWEI,,,ZKlI0Xfy5QlJfwC5,004b33f1efb975aa0cb56347943c1117,1,/mango.htm
18,,,其他,Xiaomi,,,ZKk3iaJ1tQ7cH8u2,00527c0b9dbe1c2ec19ab48fbb7aaa1a,1,/mango.htm
11,,,其他,MStar,,,ZKjTBaNL4glrTAI0,005fd472f9d114a6c0fc95f41f165a74,1,/mango.htm
18,,,"真人秀,音乐",rockchip,,,ZKk934s1jAlsqvv4,0063b52d7a846ebedf7d6e00065d334a,1,/mango.htm
9,,,"悬疑,犯罪,芒果出品",Hisense,,,ZKjAsHrrPwlmFWM3,0066ba7a9e598b62e32a669bcc55b09d,1,/mango.htm
13,,Android_10,"爱情,都市,家庭",HUAWEI,1600,2006,ZKj6PufIIAk93nP1,00697f61-3db5-40c2-8197-570a3b45e8c0,1,/mango.htm
13,,,"都市,爱情,芒果出品",SHARP,,,ZKj11ONnYwlnU9i5,006bfce78255e0eaa197fcdbfe8e73d2,1,/mango.htm
12,,,"剧情,喜剧,爱情,家庭",VIMGO,,,ZKjgVtdNnglBBuA6,007065ca770764f740634b77a0d4b4cf,1,/mango.htm
21,,,"芒果出品,真人秀,明星,搞笑",Xiaodu,,,ZKlg4vCkHQlZeII6,007255fb185a893fe409d6933ff588ae,1,/mango.htm
19,,Android_12,其他,HONOR,1080,2177,ZKlIvnbTGAl44Av2,00797ef2-6ff0-47c6-8f1d-fcd97bb99bae,1,/mango.htm
17,,,"爱情,都市,职场,芒果出品",apple,1170,2532,ZKkvrGyFqQZEolb2,007a404326b867af407bda8be128b2b8c24aaf97,1,/mango.htm
20,,Android_12,"剧情,古装,爱情,芒果出品",HUAWEI,2499,1200,ZKlXSW-joAlEbHk0,007a4cca-4734-4a32-9cec-34c1cab984e8,1,/mango.htm
21,,,"真人秀,芒果出品",MStar,,,ZKlgRIs1jAls15m3,0081a601bd333046acd93be67b92ba48,1,/mango.htm
12,,Android_12,"剧情,喜剧,爱情,家庭",HUAWEI,1080,2211,ZKjk76NL4glrX5u1,008667d0-2d57-4c36-bc49-478fe9d5e4c6,1,/mango.htm
22,,Android_10,"剧情,喜剧,爱情,家庭",HUAWEI,1080,2322,ZKluyHfy5QlJr_f4,0086bd82-41d9-4208-8cc4-dd290391e47f,1,/mango.htm
16,00879EBACFBC4CFFAEAC7FA1250541ED7ce6b7464d179276781a422329919568,android,"都市,爱情",OPPO,720,1442,ZKkiFjSmkAk0byL9,00879EBACFBC4CFFAEAC7FA1250541ED7ce6b7464d179276781a422329919568,1,/mango.htm
9,008AFECEBE5B462AB83C22D992F88652b509d1b6c9afb6804fa138884a4b1bd5,Android_12,"警匪,悬疑,都市",OPPO,1080,2242,ZKi6TtdNnglB4826,008AFECEBE5B462AB83C22D992F88652b509d1b6c9afb6804fa138884a4b1bd5,1,/mango.htm
20,,,"爱情,都市,芒果出品",Xiaomi,,,ZKlWo-MP4QkCfyi1,008b694946dd903062808eeaacad5369,1,/mango.htm
19,,9,"喜剧,爱情,芒果出品",Hisense,,,ZKlFzDqsAgllYIp3,008bf787e17e6fbe1589f8f748434276,1,/mango.htm
18,008d140d9323bbc1ad3bf049309e63c6bf07f0bec536713c4f10ba754d8ca5e9,Android_13,"剧情,家庭",samsung,2115,1080,ZKk3NXrrPwlmlhF4,008d140d9323bbc1ad3bf049309e63c6bf07f0bec536713c4f10ba754d8ca5e9,1,/mango.htm
20,,,"青春,爱情",apple,1170,2532,ZKlb-Xfy5QlJmIN5,008d6af48edcdc34a35a0c2c404c64af853741a8,1,/mango.htm
15,008e2c1a70e94f88f9d89ab8ff03f043b69dafa6131c4672e7d3b3ccd10b95bc,,"芒果出品,古装,爱情,玄幻,网剧",vivo,1080,2310,ZKkUf4n4rAlpXUY4,008e2c1a70e94f88f9d89ab8ff03f043b69dafa6131c4672e7d3b3ccd10b95bc,1,/mango.htm
14,,10,"家庭,喜剧,青春",Xiaodu,,,ZKkDw-hm0wlkrrN6,008ef79e9ac0d3142b0a6e9c4fa32d52,1,/mango.htm
22,,Android_10,"真人秀,音乐",HONOR,1200,1934,ZKlwNos1jAls6xM6,00903e76-bd40-47bf-bf25-f3f1cf19a9dc,1,/mango.htm
20,,,"芒果出品,青春,网剧,爱情,都市",Xiaomi,,,ZKldWuhm0wlkGcz0,0092313967cbd9ddd29a183de9dfa614,1,/mango.htm
13,,,"爱情,都市,芒果出品",SHARP,,,ZKj0ZAx3jGQUjqU9,009dd398562615c4a569efab749611f9,1,/mango.htm
18,,,"爱情,都市,家庭",Android,,,ZKk2HPSimAljQ2e3,009e3f9cb09c119b5c43906485068706,1,/mango.htm
10,,,"都市,爱情,芒果出品",Android,,,ZKjGr6OXmAlPXX55,009fb4c9651f3ad98a70dd21784a7864,1,/mango.htm
15,,,"古装,武侠,剧情,芒果出品",Xiaodu,,,ZKkS4RIkWQlpow26,00a1141a813c0abe38d224034d7208db,1,/mango.htm
16,,,"悬疑,芒果出品",Philips,,,ZKkauzDlHwlbdMm8,00a28ba3cdbb29e5295297ab7d90b52e,1,/mango.htm
17,,,"芒果出品,爱情,古装",Xiaomi,,,ZKkwPnbTGAl4wwn0,00a52ef783bef3cb80c6a184ba320b3a,1,/mango.htm
11,,,"剧情,喜剧,爱情,家庭",Skyworth,,,ZKjZ_3K6qlOV8cK6,00a6f2dc2909de1180055b04d9cc6d6e,1,/mango.htm
1,00A7B68344B444BDA6C7793E3F4AB4B9eef963011990d3c7c6e73235fb06d552,Android_11,"益智,芒果出品",OPPO,1080,2264,ZKhF0GYpeglGZC32,00A7B68344B444BDA6C7793E3F4AB4B9eef963011990d3c7c6e73235fb06d552,1,/mango.htm
22,,Android_10,"爱情,都市,家庭",HUAWEI,1200,1934,ZKlvf1oTBmi2TVL0,00abba97-c930-4c94-9a42-899d2d4ef829,1,/mango.htm
20,,,"年代,剧情",Dangbei,,,ZKlQ_DqsAgllbmr7,00aeabcb39f0203c9bae8a63916228a1,1,/mango.htm
15,00B4FE409F9C41E5A04AC38E0E36BBC5b043a5cf52d871eb384fe95070ea244f,Android_12,"真人秀,益智,芒果出品",OPPO,1460,720,ZKkRA5KH5Ag23kh6,00B4FE409F9C41E5A04AC38E0E36BBC5b043a5cf52d871eb384fe95070ea244f,1,/mango.htm
12,,,其他,Coocaa,,,ZKjh7XxF2QlUN6L0,00b9054049f0b0a816b91eb2a478b284,1,/mango.htm
10,,,"芒果出品,悬疑,都市,言情",rockchip,,,ZKjJf3xF2QlUHwd6,00b933583980907ec8cb27baeee465cc,1,/mango.htm
12,00C06059E4544821A7E1D8FD6376028E63ec74b13e3674e3497deb8d00452516,Android_12,其他,OPPO,1080,2158,ZKjfT_CkHQlZ39y7,00C06059E4544821A7E1D8FD6376028E63ec74b13e3674e3497deb8d00452516,1,/mango.htm
16,,,"剧情,喜剧,爱情,家庭",Xiaomi,,,ZKkdtaOXmAlPvFz0,00c077851507bc9124f34a5deb9a80a4,1,/mango.htm
15,,,"古装,武侠,剧情,芒果出品",Skyworth,,,ZKkK_yBTwAl5nkv6,00c443ce4a53c53807dc481b1270dc35,1,/mango.htm
12,,,"爱情,都市,家庭",apple,1792,828,ZKjpM3xF2QlUP7V3,00c516030fcfcc5c0bc79b74213376edde98148c,1,/mango.htm
19,,Android_12,"都市,爱情,剧情",HUAWEI,2289,1080,ZKlJ9j1nowzGsZq0,00c662e1-1018-4874-a03b-a01be3e13fd0,1,/mango.htm
13,,,"爱情,都市,家庭",Skyworth,,,ZKjusehm0wlklmp9,00c742bb073d4f98d0433e7bdc0b26a3,1,/mango.htm
15,,9,"爱情,言情,都市,芒果出品",Amlogic,,,ZKkMzxaTsglrMIk2,00cad7c11b7f33bb6266dc711e57fc64,1,/mango.htm
21,,,其他,Konka,,,ZKlqT3rrPwlm14_9,00cb8ff6c4284e3f445a8884635f8d20,1,/mango.htm
23,,,"爱情,都市,家庭",apple,1242,2208,ZKl8IFoTBmi2WXu5,00cd791edc511ee188321da6c426f7bc9ced82a4,1,/mango.htm
18,00CDE4F470624F3D865709F7D743798Abbce129ad21d13bc8b30559d8cf4f229,Android_13,"芒果出品,悬疑,犯罪",OPPO,2153,1080,ZKlAUXfy5QlJdCm2,00CDE4F470624F3D865709F7D743798Abbce129ad21d13bc8b30559d8cf4f229,1,/mango.htm
19,,9,"亲子,明星,真人秀,教育,芒果出品",Fengmi,,,ZKlFUjqsAgllX-K5,00d26b1144c263ad53ab94a56b7de5ad,1,/mango.htm
8,,10,"古装,武侠,剧情,芒果出品",HUAWEI,,,ZKio1gx3jGQUSQ93,00d44096a51c4322e5b4276f11d4a6c0,1,/mango.htm
6,,,"爱情,言情,都市,芒果出品",ChangHong,,,ZKiPnSEqaQk_1UD7,00da44b67212ae1def452e73e379392d,1,/mango.htm
14,,10,"偶像,都市,爱情,青春",HUAWEI,,,ZKkBW4s1jAlsZgt1,00df5f77d974f01f6f423f281a58030a,1,/mango.htm
20,00DFA328DAC64EE899B6FB17799AA54C67438901b83377210a520a45429f7ae5,Android_11,"剧情,喜剧,爱情,家庭",OPPO,1080,686,ZKlP1TNAXglqX4d3,00DFA328DAC64EE899B6FB17799AA54C67438901b83377210a520a45429f7ae5,1,/mango.htm
8,,9,"真人秀,芒果出品",MediaTek,,,ZKipMhJ-KAkqpWW3,00e0464993efc583fe9143cef37659f7,1,/mango.htm
17,,,"芒果出品,真人秀,明星,搞笑",Android,,,ZKkpEHK6qlOVSqp5,00e1511659bf71e0c98e5b8ea9bd8b96,1,/mango.htm
20,00E41C14E61D4760AAB419C1CB1AB820385d65bc2ae6d3dd04ec9833be2a913b,Android_11,"爱情,都市,家庭",OPPO,2285,1080,ZKlRpaJ1tQ7cP531,00E41C14E61D4760AAB419C1CB1AB820385d65bc2ae6d3dd04ec9833be2a913b,1,/mango.htm
18,,9,"剧情,爱情,芒果出品,都市",Sony,,,ZKk2eLxPiW6OBJV6,00e54eb8d3a5799d6e9f81afcd1b5bc6,1,/mango.htm
22,00E7DD29384D4892BDFCF98950000ED660077263857ec0d630b0bfc3397f80c3,Android_12,"纪实,生活,真人秀",OPPO,2282,1032,ZKl27ONnYwln7Ob5,00E7DD29384D4892BDFCF98950000ED660077263857ec0d630b0bfc3397f80c3,1,/mango.htm
17,,,"真人秀,芒果出品",ChangHong,,,ZKknOefIIAk9Ed82,00eab918663d507bcc16a656acd1fa42,1,/mango.htm
14,,,"真人秀,美食,明星",Hisense,,,ZKkHKXrrPwlmX1Q3,00ee841154259a15cc37d5feb234f431,1,/mango.htm
15,,,"爱情,偶像",apple,1170,2532,ZKkTxHfy5QlJQY-3,00f41505ad04939d9e3ad312a80b9998742fdd54,1,/mango.htm
2,00f41d4b655cf3fafcc36e92e66fac4bca05bc1ecdead41afb4c88749cf283cf,Android_9,"剧情,喜剧,爱情,家庭",vivo,1080,2244,ZKhZQrVOSgkDUXA6,00f41d4b655cf3fafcc36e92e66fac4bca05bc1ecdead41afb4c88749cf283cf,1,/mango.htm
7,00f6994779b4227d,Android_13,"剧情,悬疑,谍战,年代",Xiaomi,1440,3022,ZKih4DNAXglqrMk8,00f6994779b4227d,1,/mango.htm
21,,,"青春,校园",apple,2388,1668,ZKlmxxJ-KAkqc5q1,00f9933a52b97e8886b49aef9ec548d8035eb084,1,/mango.htm
7,,,"爱情,都市,职场,芒果出品",Android,,,ZKigevSimAljrzt6,00fdaa79fadd8f8aa04694a41d26f1e1,1,/mango.htm
8,,10,"剧情,爱情,悬疑,犯罪",ChangHong,,,ZKin2haTsglrzpn1,00ffc885fecc666abbb7e7ef856135f3,1,/mango.htm
18,,,"真人秀,教育",Android,,,ZKk2xm-z1AkxJ-e1,010268215c8e47ddf666718242c5f55b,1,/mango.htm
13,,,"爱情,都市,家庭",Xgimi,,,ZKj2veMP4QkCDj_4,01047f72c4eb8c55c3e772da31fc49e4,1,/mango.htm
12,010536e78c3a9c46e3fa2c22f647391ef37bef2cd2de82b1f966f676f6ff807b,Android_13,"都市,芒果出品,剧情",vivo,2313,1080,ZKjg9gx3jGQUePZ8,010536e78c3a9c46e3fa2c22f647391ef37bef2cd2de82b1f966f676f6ff807b,1,/mango.htm
20,01061141E0554B9C9327432A9DFD927Cc62a006a4431001744dd37c69fd92759,,"战争,剧情",OPPO,1920,1080,ZKlVbvCkHQlZaSd6,01061141E0554B9C9327432A9DFD927Cc62a006a4431001744dd37c69fd92759,1,/mango.htm
13,,10,"喜剧,爱情,芒果出品",xiaomi,,,ZKjtwwx3jGQUhrI2,010827ff91cbca63a54d6d6f446d8b90,1,/mango.htm
13,,,"古装,武侠,剧情,芒果出品",TCL,,,ZKj3nqJ1tQ7c1u44,01087732515f66b1b478b18515914ef2,1,/mango.htm
7,0109b11bd346e8b5,Android_13,"亲子,芒果出品,真人秀",Redmi,1080,2320,ZKik8BIkWQlpOMN3,0109b11bd346e8b5,1,/mango.htm
12,,,其他,apple,1170,2532,ZKjtHnxF2QlUQ4n3,0109ced50531f1948b36fad12c7faa4ec2b76ab8,1,/mango.htm
12,,,"爱情,都市",apple,1792,828,ZKjsKIs1jAlsTeH9,010B3E17-1E59-41C8-B359-E8F3F3C90338,1,/mango.htm
14,,,"明星,真人秀,音乐,芒果出品",Skyworth,,,ZKkEhPCkHQlZCZz2,010b76a5cf800fb3a8a70689ee3dfa0e,1,/mango.htm
20,,9,其他,Toshiba,,,ZKlTyGYpeglGQdw3,010bef0ac3a818b4dbfc2913686f529d,1,/mango.htm
22,,,"都市,爱情,剧情",apple,2160,1620,ZKlsImXs8nR_Qij2,010ce3f35201f9c4911c3e9f1c3f1cf947071253,1,/mango.htm
12,,,"战争,剧情",apple,2048,1536,ZKjmjjSmkAk0K_L4,0110AB83-E6D9-4EDA-85C7-097026138FF7,1,/mango.htm
21,,Android_10,"古装,武侠,剧情,芒果出品",HUAWEI,2000,1200,ZKleppL5zDM8p0c8,01128417-4014-4bb7-97e6-9ec72764343b,1,/mango.htm
17,,,"爱情,都市",Android,,,ZKkpozDlHwlbhek7,0115e45b510f14a5e964be1973a623e1,1,/mango.htm
16,,,"都市,爱情,芒果出品",apple,1242,2688,ZKkXkeMP4QkCM5W5,01163acc82e31f36617be30f1e475582b3679575,1,/mango.htm
22,011B341F5D6E4808A25A8B77C1F37A030413221602834665ba44134ae67db24f,Android_10,"爱情,都市,家庭",OPPO,1080,2340,ZKls4-fIIAk9aEb7,011B341F5D6E4808A25A8B77C1F37A030413221602834665ba44134ae67db24f,1,/mango.htm
23,,,"爱情,都市,家庭",apple,1170,2532,ZKmHHLxPiW6OYT-2,012055d5a8a01a156d123a6d91516cd060dd1899,1,/mango.htm
10,,,"古装,爱情,芒果出品",Xiaomi,,,ZKjJKnxF2QlUHry5,0121f0ac6925179c573fd9297ee928b5,1,/mango.htm
12,,Android_12,"爱情,都市",HUAWEI,2289,1080,ZKjpNufIIAk9y9B5,012229c0-c886-40fb-865f-59e2e42fa5e0,2,/mango.htm
12,,Android_12,"爱情,都市",HUAWEI,2289,1080,ZKjpNufIIAk9y9B5,012229c0-c886-40fb-865f-59e2e42fa5e0,2,/mango.htm
17,,,其他,Xiaomi,,,ZKkxYqNL4glrtbO4,012562ed48ab4b9e2ec368c8fd69a4dc,1,/mango.htm
11,0128175D98C049B4A4D9C1CF78599B11b19bd6c4e823f4d9bacd332e672868ad,Android_10,"都市,爱情",OPPO,2153,1080,ZKjXzXxF2QlULPA9,0128175D98C049B4A4D9C1CF78599B11b19bd6c4e823f4d9bacd332e672868ad,1,/mango.htm
19,,,"真人秀,音乐",ChangHong,,,ZKlJSrxPiW6OG1N0,01322e7b9827c26b7fbee92a79864a1d,1,/mango.htm
21,,,"爱情,都市,家庭",nemo,,,ZKlh1eNnYwln1Lo1,01335e960ea0d1bf09bd15f2767ffde5,1,/mango.htm
10,01344a7ea801996ab120508d2673fd375e74928f27599b21e8ff9afa06d3c27c,Android_9,"文化,脱口秀,搞笑",vivo,1080,2340,ZKjIT7VOSgkDh8J9,01344a7ea801996ab120508d2673fd375e74928f27599b21e8ff9afa06d3c27c,1,/mango.htm
19,,,其他,apple,828,1792,ZKlFxSEqaQk_g196,0136d6b6fc7312051d6d6bcae7cab0c946127242,1,/mango.htm
4,,,其他,Xiaodu,,,ZKhvfIn4rAlp3NT0,0138daf63af93cdd91bb2f44278c00a6,1,/mango.htm
12,,,剧情,apple,2160,1620,ZKjpVjSmkAk0Lsj4,013e0638ec7cd3264e5356773df81092bbe55128,1,/mango.htm
18,,9,"古装,青春",xiaomi,,,ZKk1nJL5zDM8czl0,013f7e60c6c354909e8dd4b0435545a9,1,/mango.htm
19,,,"音乐,竞技",HiSTBAndroidV5,,,ZKlEkpL5zDM8hOU9,01406dbc02e47c9ac2f12f3b4d0eefa3,1,/mango.htm
17,0143E12243114CB2BD14092441B1F98Feecf14a290204cd4db6181b5c4253bd4,,"战争,剧情",OPPO,720,1520,ZKkxpPCkHQlZPOo8,0143E12243114CB2BD14092441B1F98Feecf14a290204cd4db6181b5c4253bd4,1,/mango.htm
12,,Android_9,"都市,爱情",HUAWEI,2259,1080,ZKjo9rVOSgkDqUR9,0145a1ffe0ff4bd309d9bff1837aae36,1,/mango.htm
15,,,"都市,爱情,芒果出品",Xiaomi,,,ZKkS_7xPiW6O3GU9,0145f88af3631dca2efde2c36b49eb43,1,/mango.htm
17,,,"战争,剧情",apple,2048,1536,ZKks2HK6qlOVTvo2,01462d138462ecfd0bfafc0792458ebdfa673b4b,1,/mango.htm
20,0149156738CF4DD18981D4E274C1B3CAb7747593d77117ee9b5ebf46272da81c,Android_11,"亲子,明星,真人秀,教育,芒果出品",OPPO,1080,2400,ZKlZARIkWQlp9ws7,0149156738CF4DD18981D4E274C1B3CAb7747593d77117ee9b5ebf46272da81c,1,/mango.htm
13,014AB85970784464846EFFAD269221544884a9a06855f8ffd6542230b6568a64,Android_13,"战争,剧情",OPPO,1080,2285,ZKj3yjNAXglq-XX7,014AB85970784464846EFFAD269221544884a9a06855f8ffd6542230b6568a64,1,/mango.htm
19,,9,"宫廷,古装,言情,芒果出品",changhong,,,ZKlF8haTsglrclB6,014b5156c70ad5f70fd98f9ce9b6ce7e,1,/mango.htm
9,,,"战争,剧情",xiongmao,,,ZKi54ehm0wlkY3h9,014b7ea3ea3dce2130d295ed80c00315,1,/mango.htm
21,,,"真人秀,美食",apple,2048,1536,ZKloLp_HQmDqZG80,01519149ff76a98cf09a237abaecb8041fcde5a2,1,/mango.htm
18,,9,"战争,剧情",TCL,,,ZKk3wBJ-KAkqN1k7,0153908043b11d79d9e1e42af3d2090b,1,/mango.htm
5,,,"剧情,都市",Xiaomi,,,ZKiD6iBTwAl5MAa5,01564ed8ca17de0e7faf5ac78ddcdf1c,1,/mango.htm
23,,Android_11,其他,HONOR,1080,2262,ZKl_q-MP4QkCrb25,01589fd3-c351-4b3e-b37f-a878e2503159,1,/mango.htm
17,,9,其他,konka,,,ZKknw_CkHQlZMcl8,015aaecc8f25610d550a7e1ed9fb4eaf,1,/mango.htm
19,,,"爱情,都市,芒果出品",alps,,,ZKlLdDDlHwlbrYy7,0160a8382a1d7d5d41729a6ec8e3f46f,1,/mango.htm
10,,,"剧情,爱情,芒果出品",Xiaomi,,,ZKjQpSBTwAl5XjR7,0163276801712383bfae1f6a72e088f9,1,/mango.htm
11,0163691E98D34F3FBBD2F14D0ECB41913ed4ec873767ebd49c448b0e8c1e3c77,android,其他,OPPO,2158,1080,ZKjcQXfy5QlJA004,0163691E98D34F3FBBD2F14D0ECB41913ed4ec873767ebd49c448b0e8c1e3c77,1,/mango.htm
0,,Android_11,"剧情,都市",HONOR,2178,1080,ZKg69-MP4QkCl4U6,01647011-b450-4071-8395-82d3123da5d6,1,/mango.htm
13,,,"都市,爱情",alps,,,ZKjy-GyFqQZEXVS7,016629a60c249a8b8d63739b14ff11eb,1,/mango.htm
11,,,"青春,校园",Amlogic,,,ZKjTNxJ-KAkqxoV5,01690b873b54f0a9b7983b12ceeb1893,1,/mango.htm
12,01690d2f0da25e82,Android_10,"剧情,爱情,古装",Xiaomi,1080,2115,ZKjrEOhm0wlkksn6,01690d2f0da25e82,1,/mango.htm
13,,,"剧情,喜剧,爱情,家庭",Android,900,1600,ZKjtbxaTsglrDJ62,0169769fcc81061d0d80aa80708a2609,1,/mango.htm
9,0169b795aa1ffa21,Android_11,音乐,Xiaomi,1600,2524,ZKjBTaJ1tQ7cnyM1,0169b795aa1ffa21,1,/mango.htm
15,016a356024f4bcac,Android_13,"音乐,芒果出品",Xiaomi,1080,2211,ZKkPz6J1tQ7c8rS5,016a356024f4bcac,1,/mango.htm
