hour,oaid,os,item_names,brand,sw,sh,,
6,,,"剧情,喜剧,爱情,家庭",apple,1242,2208,,
7,,Android_9,"纪实,生活,真人秀",HUAWEI,1080,2137,,
8,,,"剧情,古装,爱情,芒果出品",apple,2388,1668,,
9,,,其他,alps,,,,
9,,,"爱情,剧情,喜剧,都市,家庭",alps,,,,
9,,,其他,apple,2224,1668,,
9,4D4C094F42CD4F289825467EDBFDB25F17055051d35f2d59efb14962e2848894,Android_10,"文化,脱口秀,搞笑",OPPO,1080,2132,,
9,,,"战争,剧情",Xiaomi,,,,
5,,Android_10,其他,HUAWEI,1600,2006,,
5,,,其他,SHARP,,,,
6,,9,"剧情,家庭",TCL,,,,
7,FD5DD36767934536AA4D3078A5A879EAdec0407d90ff04a4487a3c2b7229c954,Android_11,"青春,偶像,校园",OPPO,1080,2340,,
7,,Android_10,"爱情,都市,家庭",HUAWEI,1080,2159,,
8,,9,"古装,武侠,剧情,芒果出品",Coocaa,,,,
8,,,"剧情,家庭",HiSTBAndroidV6,,,,
8,,,"剧情,喜剧,爱情,家庭",apple,2388,1668,,
9,,,音乐,Xgimi,,,,
9,1130300971C344FB9B2894FA3F400830caa8a3c85764e0cbe4c5010898012ce0,Android_10,"真人秀,益智",OPPO,2132,1080,,
9,,9,"文化,脱口秀,搞笑",KONKA,,,,
9,,9,"都市,爱情,芒果出品",xiaomi,,,,
0,,,音乐,apple,1242,2208,,
0,8fdffc77fb4e805b,Android_12,"剧情,悬疑,犯罪",Redmi,1080,2316,,
0,,,"战争,剧情",apple,1242,2208,,
0,,,"剧情,悬疑,谍战,年代",apple,2160,1620,,
1,,Windows,其他,,,,,
1,,,家庭,Xiaomi,,,,
5,,Android_12,"战争,剧情",HUAWEI,2207,1128,,
8,,,"剧情,家庭",Changhong,,,,
8,,,剧情,apple,2732,2048,,
8,,,"剧情,喜剧,芒果出品",apple,2160,1620,,
8,,,其他,webox,,,,
9,,android_9,"都市,剧情",,,,,
9,,9,"古装,爱情,芒果出品",TCL,,,,
9,,,其他,Xiaomi,,,,
1,,Windows,其他,,,,,
1,,android_10,"爱情,都市,家庭",HUAWEI,2268,1104,,
1,,,"宫廷,古装,爱情,剧情",Hisense,,,,
1,,Mac,"年代,剧情",,,,,
2,,,其他,alps,,,,
3,,,"悬疑,芒果出品",apple,1170,2532,,
3,7CB1236C764F4890A2E3ABDB85CDB74Eebcc4328d1cfda636a8be4f075cf6f2f,Android_12,"音乐,芒果出品",OPPO,1536,720,,
4,,,"音乐,芒果出品",Xiaomi,,,,
6,,,"剧情,家庭",HUAWEI,1080,2295,,
6,,,"剧情,爱情,芒果出品,都市",vivo,1080,1920,,
6,50BB6A167E1D4459B5ABD24F327A3684fcd1fc1e56e06b5c08f51047625b0d75,Android_12,"古装,爱情",OPPO,2158,1080,,
7,,,"都市,校园,家庭",Changhong,,,,
8,99b2640ad2eea826,Android_11,"剧情,悬疑,犯罪",Xiaomi,3063,1440,,
8,,,其他,Sony,,,,
9,,9,其他,TCL,,,,
9,,Android_12,"都市,爱情",HUAWEI,2560,1600,,
9,,9,音乐,TCL,,,,
0,,,"爱情,悬疑,都市,芒果出品",apple,828,1792,,
0,5d811142771e878b28c3659b61b911516d5dab154994f89e4a0f47568b1d7e50,Android_10,"剧情,喜剧,爱情,家庭",vivo,1080,2342,,
0,,Android_10,"都市,剧情",HONOR,2160,1080,,
0,,,"爱情,都市,家庭",apple,2160,1620,,
4,,ANDROID_10,"剧情,爱情,芒果出品,都市",HONOR,1080,2289,,
7,BE321BD96D4A40E3BC406777CF2B1E47303e110dbbc9ca496dbe00baaff9850b,Android_12,其他,OPPO,1080,2293,,
7,,9,"亲子,明星,真人秀,教育,芒果出品",Hisense,,,,
9,,,"纪实,生活,真人秀",Skyworth,,,,
0,,,"都市,家庭,芒果出品",MStar,,,,
1,,,"都市,爱情,剧情",apple,2532,1170,,
3,,,"悬疑,芒果出品",TCL,,,,
3,,,"剧情,爱情,芒果出品,都市",Xiaomi,,,,
6,,,"芒果出品,校园,网剧,青春,偶像,爱情",apple,2160,1620,,
7,,,其他,Xgimi,,,,
8,,,"爱情,剧情,喜剧,都市,家庭",apple,1170,2532,,
8,,Android_10,"战争,剧情",HUAWEI,1080,2340,,
8,,,"都市,爱情,剧情",Hisense,,,,
8,,9,"益智,真人秀,搞笑,芒果出品",Xiaomi,,,,
9,,,"喜剧,爱情,芒果出品",Android,,,,
9,,,"益智,真人秀,搞笑,芒果出品",,1920,1080,,
9,,ANDROID_10,"剧情,古装,爱情,芒果出品",HUAWEI,,,,
0,2c23d3393a151eabbffa543729ded1ebdc80e3b2b9dc50ebcce9c23fd1438d67,Android_13,"亲子,明星,真人秀,教育,芒果出品",vivo,1080,2319,,
0,ab3f3b4b6bb8b6b5760ebeddbe86f6b92c119fe54c39d3e4157b076f9c3d296f,Android_10,"剧情,犯罪",vivo,2198,1080,,
1,,,其他,apple,2048,1536,,
4,,10,其他,Coocaa,,,,
6,efef96073e16d1c8d55d18c4b15d97299ce5284b019ce794953eb9886c0a008c,Android_11,"警匪,悬疑,都市",vivo,1080,2320,,
7,,Android_10,"剧情,喜剧,爱情,家庭",HUAWEI,1600,2006,,
7,,Android_10,"纪实,生活,真人秀",HUAWEI,1080,2295,,
8,,9,"宫廷,古装,言情,芒果出品",xiaomi,,,,
8,,Windows,"战争,剧情",,,,,
9,,10,"青春,都市,爱情",Sony,,,,
9,,Windows,"亲子,明星,真人秀,教育,芒果出品",,1920,1080,,
9,1BCBCCBD980546449621C6A53B78DCE0792fec942396c2dfdf2c8e2b124596e3,Android_12,剧情,OPPO,720,1504,,
9,,10,"真人秀,芒果出品",HUAWEI,,,,
9,,,"言情,穿越,古装,芒果出品",rockchip,,,,
0,,Android_12,"爱情,都市,家庭",HUAWEI,1224,2601,,
0,,Android_9,"剧情,家庭",HUAWEI,1080,2265,,
1,,Android_12,"警匪,剧情,芒果出品",HONOR,2560,1600,,
1,,,"剧情,喜剧,爱情,家庭",himedia,,,,
2,,,"真人秀,益智,芒果出品",apple,1170,2532,,
4,,,"都市,剧情",MStar,,,,
6,,Android_10,"悬疑,芒果出品",HUAWEI,1080,2214,,
6,,,"真人秀,益智,芒果出品",Skyworth,,,,
6,,,"芒果出品,悬疑,犯罪",apple,2360,1640,,
7,,11,"都市,爱情,芒果出品",Android,,,,
8,,,"青春,校园",apple,1125,2436,,
8,,,"纪实,生活,真人秀",HUAWEI,2259,1080,,
9,,9,其他,Xiaomi,,,,
9,,10,"亲子,明星,真人秀,教育,芒果出品",HUAWEI,,,,
0,,9,其他,TCL,,,,
1,,,其他,apple,2532,1170,,
2,,,"纪实,生活,真人秀",,,,,
5,cc3e5c108b2fa3a96e3b5d11e024a7f3e20406a0ae454cc850b1040f391212bf,Android_11,"偶像,都市,爱情,青春",vivo,1080,2194,,
6,4675C8FC3D3D4DC3BD3B1F77150694F8f9c1664de5b73d3b9a80264539e4d791,Android_13,其他,OPPO,1080,2245,,
7,,linux,"剧情,悬疑,谍战,年代",SAMSUNG,,,,
8,206FBCBB4CBF476E8D1A0A49D083986E695f5ee6d90988e36bffccd5265ed0ab,android,音乐,OPPO,720,1544,,
8,1AB6C68DA5A448E4AD7DAB796D496719a5671970e3dada08b08fdbe71fcf0d76,Android_11,"战争,年代",OPPO,2264,1080,,
9,,,"亲子,明星,真人秀,教育,芒果出品",alps,,,,
0,,Android_10,其他,HONOR,1080,2340,,
0,,,"剧情,古装,爱情,芒果出品",apple,828,1792,,
1,,,"爱情,都市,家庭",apple,2160,1620,,
3,46588efe3a29285e,Android_11,"明星,真人秀,竞演",Redmi,1080,2190,,
3,208D47BB5DAD4B6D9A13577726320B6Ecd8cdbaf87581de0a6ccf96feb6dc4d5,Android_12,"剧情,都市",OPPO,1080,2285,,
5,,,"剧情,喜剧,芒果出品",Hisense,,,,
7,,,"剧情,古装,爱情,芒果出品",Xiaomi,,,,
7,,,"剧情,悬疑,谍战,年代",ChangHong,,,,
7,,,"芒果出品,青春,偶像,爱情,古装,网剧",Android,,,,
8,,,"真人秀,芒果出品",Skyworth,,,,
9,,,"偶像,都市,爱情,青春",apple,1334,750,,
9,,,"战争,剧情",Skyworth,,,,
9,,Android_12,"文化,脱口秀,搞笑",HONOR,1080,2298,,
0,,,"剧情,喜剧,爱情,家庭",apple,2048,1536,,
2,,,"剧情,爱情,古装",Android,,,,
3,,9,其他,Sony,,,,
4,,Android_12,"情感,旅游,真人秀,芒果出品",HONOR,1080,2316,,
6,A1C25D95EEC94926BF919699ECD65CD0e097476549b6826115b28b3b0f17c9a4,Android_10,"剧情,犯罪",OPPO,1080,2051,,
7,,,"剧情,喜剧,芒果出品",MBX,,,,
7,,,"芒果出品,青春,网剧,爱情,偶像",Android,,,,
8,,,"战争,剧情",Hisense,,,,
9,,Windows,"真人秀,益智,芒果出品",,1920,1080,,
9,,,"芒果出品,校园,网剧,青春,偶像,爱情",Phicomm,,,,
9,7107B5581EDA4AF29A2EFE62456BBD53d1616bd014b163c31366c91b9d855720,android,"文化,脱口秀,搞笑",OPPO,720,1504,,
9,,,"爱情,都市,家庭",apple,1242,2688,,
9,,,其他,apple,1024,768,,
9,,,"青春,偶像,芒果出品",MStar,,,,
0,,,"爱情,偶像",,,,,
1,,,"都市,爱情,芒果出品",Xgimi,,,,
2,,9,"剧情,古装,爱情,芒果出品",Xiaomi,,,,
5,,9,"古装,爱情",Xiaomi,,,,
6,,,"都市,爱情,芒果出品",Android,,,,
8,7E35BB7C77884295AB97A38B674D19306f7c9dbcea04fb809e34a88a8a9e3523,Android_12,其他,OPPO,720,1536,,
8,,,其他,Xgimi,,,,
8,,9,"真人秀,教育",konka,,,,
8,3fde46f2fd6250fc,Android_10,音乐,Xiaomi,2198,1080,,
9,,Windows,"都市,爱情,剧情",,1920,1080,,
1,,,"芒果出品,爱情,古装",apple,1792,828,,
1,,,"青春,偶像,爱情",apple,750,1334,,
2,,,"剧情,爱情,芒果出品,都市",apple,1170,2532,,
4,,,"都市,爱情",haier,,,,
5,,,"古装,爱情",apple,2796,1290,,
5,,,"战争,剧情",apple,2388,1668,,
7,,Android_12,"古装,悬疑,爱情",HUAWEI,1228,2463,,
8,,,"悬疑,犯罪,芒果出品",SHARP,,,,
8,CEB6C3DEFB66EA075349BAE051B22744951076C73D33E3D296D1516997CC5C82,Android_11,其他,OnePlus,1080,2167,,
8,D67DB4367C8F426197EB37F74FBE940C1d8f3d11ca33bb0fe307f94afbd68720,android,"都市,爱情,芒果出品",OPPO,1080,2115,,
8,,Android_9,其他,HONOR,1080,1920,,
8,,Android_10,"剧情,悬疑,谍战,年代",HONOR,1491,720,,
8,,,其他,Xiaomi,,,,
9,,,剧情,apple,1170,2532,,
9,,Android_11,"爱情,都市,家庭",HONOR,1080,2298,,
9,,,"爱情,都市",SHARP,,,,
0,,,"文化,脱口秀,搞笑",apple,2388,1668,,
0,,,"益智,真人秀,搞笑,芒果出品",apple,1792,828,,
0,,Android_12,"悬疑,犯罪,芒果出品",HUAWEI,1200,2499,,
0,,Windows,"年代,剧情",,,,,
0,6da82a56e6cf8b44eb07c3dace4414ec5f150d423747c58db8c719b21b944b31,Android_12,"剧情,爱情,芒果出品",vivo,1080,2308,,
2,,,"纪实,生活,真人秀",Xiaodu,,,,
3,,,剧情,apple,1125,2436,,
5,,Android_10,"芒果出品,悬疑,网剧,古装,喜剧",HONOR,1200,1920,,
5,,Windows,"纪实,生活,真人秀",,,,,
7,,,"都市,爱情,芒果出品",SHARP,,,,
7,,,"剧情,喜剧,爱情,家庭",MStar,,,,
7,,,"爱情,都市",KKTV,,,,
8,,9,"纪实,生活,真人秀",changhong,,,,
9,,,"真人秀,教育",apple,1242,2208,,
9,,,音乐,apple,1290,2796,,
9,,,"爱情,都市,家庭",Hisense,,,,
9,,,"都市,职场",Xiaodu,,,,
0,,Android_12,"爱情,都市,家庭",HUAWEI,2238,1080,,
2,,,其他,Hisense,,,,
2,958FE27E685D4E36ACDBD90D6C4F8AFD392597f0acb0a5f51240dc738a63ec67,Android_11,其他,OPPO,2400,1080,,
7,,,"家庭,喜剧,青春",Xiaodu,,,,
8,,,"剧情,家庭",Xiaodu,,,,
8,,Android_12,其他,HUAWEI,1080,2211,,
8,,,"宫廷,古装,爱情,剧情",Xiaodu,,,,
8,,,"校园,青春,奇幻,喜剧,爱情",Philips,,,,
9,,,其他,Xiaomi,,,,
9,,,"青春,爱情",Skyworth,,,,
9,,,其他,apple,2388,1668,,
0,,,"爱情,都市,家庭",apple,2048,1536,,
2,806A28B915684490AABF231B0F61E3AFd86b8610da5903f5bd797be4d4d0a551,Android_9,"都市,爱情,剧情",OPPO,1920,1080,,
6,,,"都市,爱情,芒果出品",skyworthbox,,,,
6,,,"都市,爱情,芒果出品",Skyworth,,,,
6,,,"亲子,明星,真人秀,教育,芒果出品",Xgimi,,,,
6,,,"悬疑,芒果出品",MStar,,,,
7,,,"真人秀,音乐",Lenovo,,,,
8,,,"都市,家庭,芒果出品",MStar,,,,
8,,,"芒果出品,网剧,都市,爱情",Konka,,,,
8,E24CC071241B4178B0E77F63584250AA8278ddb33345025236a1117d911848a7,Android_10,"剧情,悬疑,犯罪",OPPO,1080,2200,,
9,AECD8F405B1246B0ACAD1533C55157EC7e123d3dfec156d495807e0a9748275b,Android_12,"仙侠,古装,爱情",OPPO,1080,2158,,
9,,Windows,"都市,芒果出品,剧情",,,,,
1,2ecbbafc6df4258b,Android_9,"芒果出品,爱情,古装",xiaomi,1080,2131,,
1,,,"芒果出品,悬疑,都市,言情",TCL,,,,
1,,,"剧情,喜剧,爱情,家庭",Xiaomi,,,,
3,,Windows,"古装,爱情",,,,,
4,,,"真人秀,益智",OPPO,1080,2132,,
4,4f46a2c6e64edf45,android_11,"真人秀,音乐",Redmi,,,,
4,,,其他,Letv,,,,
5,,11,"益智,芒果出品",TCL,,,,
6,73227c9ea1ffee99,Android_12,"音乐,芒果出品",Xiaomi,1080,2269,,
6,,,"真人秀,教育",Xiaomi,,,,
7,,Android_11,"爱情,都市,家庭",HONOR,1080,2289,,
7,,,"益智,芒果出品",ChangHong,,,,
7,,,"真人秀,音乐",Skyworth,,,,
9,,,"爱情,都市,家庭",apple,2048,1536,,
9,,,"爱情,都市,家庭",apple,2160,1620,,
9,,Android_12,"益智,芒果出品",HONOR,1080,2289,,
0,,Android_11,"都市,芒果出品,剧情",Tianyi,1474,720,,
0,,,"益智,真人秀,搞笑,芒果出品",Xiaodu,,,,
1,,,其他,OPPO,720,1424,,
3,,,"情感,旅游,真人秀,芒果出品",apple,1170,2532,,
6,,,"都市,爱情,芒果出品",Xiaomi,,,,
1,,,"爱情,都市,家庭",Hisense,,,,
2,,,"剧情,爱情,芒果出品",alps,,,,
2,A3FC928D4F50438AA54244AF8EF99CBD6139a6bb3c2bcee02d9af179cb13fda1,Android_12,"爱情,都市,家庭",realme,1080,2148,,
2,,Android_10,"都市,爱情,剧情",HONOR,2255,1080,,
5,,10,"剧情,悬疑,爱情",HUAWEI,,,,
7,,Android_10,其他,HUAWEI,1080,2289,,
8,,Windows,"益智,芒果出品",,,,,
8,043487E3ED3F420DA87A33C3362D6F3Ed547a8b4d4da3102862a328e6c855cad,Android_12,"爱情,都市,家庭",OPPO,2153,1080,,
0,,,其他,apple,2778,1284,,
0,,,"真人秀,芒果出品",,,,,
4,,,其他,apple,1125,2436,,
5,,,"音乐,芒果出品",apple,828,1792,,
6,,,"纪实,生活,真人秀",apple,750,1334,,
6,df534032594e5a9a,Android_10,其他,Xiaomi,1080,2029,,
6,,,"纪实,生活,真人秀",SHARP,,,,
7,,9,"爱情,剧情,喜剧,都市,家庭",HONOR,,,,
8,,Android_11,"剧情,都市",HONOR,1475,720,,
9,,,"剧情,都市,芒果出品",apple,2048,1536,,
9,,Android_10,"家庭,喜剧,青春",HUAWEI,1200,2499,,
9,9551C26765A94F6E98BD306DABF6D47Dcfd2567774ab0cbcd051cb18d7a3ae03,Android_12,"爱情,剧情,喜剧,都市,家庭",OPPO,720,1516,,
0,,Android_10,"音乐,竞技",HUAWEI,1600,2006,,
1,,,其他,apple,2048,1536,,
7,DF35753DD56045D4A0DB02A4B23FE747b1f35abf73a1e88c65e1a50e6efd3de3,Android_11,"音乐,芒果出品",realme,720,1448,,
7,,,"剧情,古装,爱情,芒果出品",fivestar,,,,
8,,Android_9,"科幻,爱情",vivo,1080,2340,,
8,,,"剧情,悬疑,爱情",Xiaomi,,,,
8,,,其他,,,,,
9,,Android_12,"爱情,都市,家庭",HUAWEI,1600,2006,,
9,,,其他,Hisense,,,,
9,,9,"亲子,明星,真人秀,教育,芒果出品",Xiaomi,,,,
9,9ae0beb567c19e2fc761e21e30f1c4d7b32b6fd4dc80b5d49813dc632d1b9ac7,Android_11,"家庭,喜剧,青春",vivo,720,1470,,
9,E1461349666641ADBC24FA4B95E4D5A7bfbc4799becba9bd28d185cb0d7e1115,Android_11,其他,OPPO,1080,2161,,
0,,,"都市,爱情",apple,2224,1668,,
0,39527175E1974535B7677BE7956366E92df1311f0cff819e6ffd217dd5c8a9a4,,"悬疑,芒果出品",OPPO,720,1280,,
1,,,其他,apple,1170,2532,,
2,AB4B6D19B2B14F06BE2AA1B207DC3F38e945b25b3fba691cf0a92d861b907ea7,Android_11,其他,OPPO,1080,2340,,
2,19b14bbac1f5dc12f06e6619b81a785efef76c6aeb31189dd014fae61b1d6209,Android_13,"古装,悬疑,爱情",vivo,1080,2318,,
2,,,"剧情,爱情,芒果出品,都市",Android,,,,
6,,,"音乐,芒果出品",Allwinner,,,,
6,,9,"偶像,都市,爱情,青春",hisense,,,,
7,,,"古装,爱情,芒果出品",Xiaodu,,,,
7,,,"战争,剧情",haier,,,,
7,f66b0b87edff6481006c00f1613e11fab49c9cf056695e1c10e0cc710a894a9c,Android_11,"宫廷,古装,爱情,剧情",vivo,1080,2342,,
8,,,其他,apple,960,2079,,
8,,,"芒果出品,爱情,古装",apple,828,1792,,
9,,Android_12,"剧情,爱情,芒果出品",HUAWEI,1080,2143,,
0,,Mac,"都市,爱情,剧情",,768,1024,,
0,,Android_10,其他,HUAWEI,1600,2560,,
0,,,"真人秀,教育",Xiaomi,,,,
3,1ADC1EDDE51B472087D9EEABEC32363298417a65098c2388db6727175babd264,Android_13,"青春,校园",OPPO,1080,2245,,
3,,,"都市,爱情,芒果出品",Xiaodu,,,,
8,,,"文化,脱口秀,搞笑",Skyworth,,,,
8,,Windows,"校园,青春,偶像,爱情",,,,,
8,38441863AB5145C08C1B4AB88C9E7B07cd8b3a1f53cc98b77d609f9b34efe9e2,android,"芒果出品,青春,偶像,爱情,网剧",OPPO,1371,720,,
9,AA1B0D1EF567441B8421D48D61CDAC97f971acd8d18d80919e10b1d2d19f9cf1,,"剧情,家庭",OPPO,1424,720,,
0,e040f518ad2d05f8a5669c70fbb8b746aef85d440fe65fc6a8e8cac7daad0431,Android_13,"剧情,都市",vivo,1080,2313,,
1,,,"都市,校园,家庭",apple,1170,2532,,
1,,Android_11,"纪实,生活,真人秀",HUAWEI,1236,2562,,
1,,,"都市,爱情",Amlogic,,,,
6,,9,"都市,爱情,剧情",Xiaomi,,,,
6,,,"警匪,剧情,芒果出品",Xiaomi,,,,
6,,,"都市,家庭,芒果出品",alps,,,,
7,,,"剧情,喜剧,芒果出品",Xiaodu,,,,
9,,,"真人秀,明星,竞技",Xiaodu,,,,
9,,,"明星,真人秀,竞演",Xgimi,,,,
9,,Android_10,"纪实,生活,真人秀",HUAWEI,1080,2159,,
1,,,"真人秀,芒果出品",Xiaomi,,,,
1,,Windows,"纪实,生活,真人秀",,,,,
2,,,其他,HONOR,1080,2208,,
3,7B9C94CF3BEA4CFC8FE06D01FA7CEA5612ea056f906048b7ba1406f8b5d3fe43,Android_10,"战争,剧情",OPPO,720,1544,,
4,,9,其他,TCL,,,,
6,,,"爱情,都市,家庭",TCL,,,,
6,dcf096fa5d2d5575,Android_10,其他,xiaomi,2261,1036,,
6,,,"古装,爱情,奇幻,喜剧,芒果出品,言情,青春,玄幻,网剧,偶像",apple,2688,1242,,
7,1C8AF50C8A8342BDB771A166153D35C3e312a048584352872ded8b8ca69fb181,Android_13,"爱情,剧情",realme,1080,2293,,
7,,9,其他,Xiaomi,,,,
7,C31F7C3EE6DE4037B5CBCCA59F786E66bdbe1d165464ecd454eb35907d5220f0,android,"剧情,爱情,芒果出品,都市",OPPO,1080,2132,,
8,4FC94319C9E940DFB398EA82FEB3DFF1bbf4eb7128e6e1f6bd8e12bf3f3a8479,Android_10,"爱情,都市,家庭",OPPO,1080,2340,,
9,,,其他,ChinaMobile,,,,
9,,,"古装,宫廷,言情,芒果出品",Skyworth,,,,
0,3ad4c6df7727c497,Android_10,"剧情,喜剧,爱情,家庭",xiaomi,1080,2131,,
0,D4B02BE46C834BF8A66C8726B7037CDCa07b65547f482eec26bb7c44325c2838,Android_12,"宫廷,古装,爱情,剧情",OPPO,2290,1042,,
4,,9,"音乐,芒果出品",xiaomi,,,,
6,4c403ffccebd19a149865e7e1e6b283d1a21cd54f81deda6342dba3ea299fea6,Android_11,"剧情,喜剧,爱情,家庭",vivo,1080,2342,,
7,,,"爱情,言情,都市,芒果出品",Xiaomi,,,,
7,,,其他,KONKA,,,,
7,,,"剧情,家庭",apple,2048,1536,,
8,,9,"都市,爱情,芒果出品",Xiaomi,,,,
8,,Android_12,"爱情,都市,家庭",HUAWEI,1601,2008,,
8,00446ecf874314987c08fc9fd80f58ff37cd47078c064c70d5fc934d903dd0a1,Android_11,其他,vivo,1080,2316,,
8,D587E6346CF74852A7940FFEBA592FD46695cd733bb29cf5a8c37d1dca45b86b,Android_10,"战争,剧情",OPPO,1080,2208,,
8,367839E9C9F9432587C3FA3630BC84E48abad2b03514c107f9c7b5235bac5e19,Android_12,其他,OPPO,1080,2290,,
8,094c4aee44dfaeff,Android_13,其他,Xiaomi,1800,2841,,
8,,Windows,"都市,爱情,芒果出品",,,,,
9,,,"都市,爱情",Letv,,,,
9,,9,"战争,剧情",MediaTek,,,,
9,,,"音乐,竞技",apple,2048,1536,,
9,,,音乐,Android,,,,
9,3BE8BE784454478897465F67553B6AEC9ef4353e3e803579d3399a1ab5326462,Android_11,"剧情,都市",OPPO,1080,2293,,
9,,,其他,Skyworth,,,,
0,29FCE870D7304882A359DBFB7856996Ef145a93fba7912d6864ce43094876842,Android_13,"都市,爱情,芒果出品",OPPO,1080,2184,,
0,,,"古装,爱情,悬疑,芒果出品",HONOR,1080,1800,,
0,,Android_13,其他,HONOR,1122,2351,,
0,,,"亲子,明星,真人秀,教育,芒果出品",apple,2688,1242,,
0,,Windows,"都市,爱情,剧情",,1366,768,,
0,15bb5c0eea44123812968117f92d79c7d28aeb1cabd5c048cbbbc994f07868b9,Android_10,"都市,爱情",vivo,1080,2316,,
1,3E111137F92142B9A5206FF8BA8D04D3c0a4aa6c897a2692caf6133d41434df6,Android_12,其他,OPPO,1080,2245,,
3,7B0A9870D8704D8FA24C4192E8E6332E44d36005ad45fa4a61241280f2855626,Android_13,"真人秀,芒果出品",OPPO,1080,2237,,
3,7627230eb075e093,Android_10,剧情,Xiaomi,720,1369,,
4,fcdbd543919b2f06,Android_12,"真人秀,美食,明星",Redmi,2316,1080,,
4,,Android_9,"爱情,都市,家庭",HUAWEI,1080,2255,,
5,af1956f4e8fc604ba4790ad4844c9c348b10a78a280eb60a0ed0c366b3ecab4f,Android_10,"警匪,剧情,芒果出品",vivo,1080,2340,,
7,,,"亲子,明星,真人秀,教育,芒果出品",Xiaomi,,,,
7,,,其他,apple,2208,1242,,
8,,,"真人秀,芒果出品",Xiaomi,,,,
8,,,"真人秀,益智,芒果出品",apple,1125,2436,,
1,,,音乐,apple,2048,1536,,
1,,,"爱情,都市,家庭",apple,1125,2436,,
3,,,剧情,apple,828,1792,,
4,,Android_10,其他,HUAWEI,720,1555,,
5,C05D39CF7B9F4BB2A6477AF041B84EABc8ec3695aa16c7fb5a4b03e8c38bcb9b,Android_12,其他,OPPO,2158,1080,,
7,edab56b4adf6d0ef,Android_12,"真人秀,明星,竞技",Xiaomi,1080,2166,,
8,F4AC2256A07A4298BE04B816CCD7E60E2d37cc77c4f77cd1c389e092b781abb7,Android_12,"战争,剧情",OPPO,2158,1080,,
9,,,"爱情,古装,奇幻",Hisense,,,,
9,,,"剧情,古装,爱情,芒果出品",Meizu,1080,2070,,
9,,,"剧情,爱情,芒果出品",Xiaomi,,,,
0,,Android_10,"剧情,喜剧,爱情,家庭",HUAWEI,2265,1080,,
0,,,"爱情,奇幻",vivo,720,1520,,
1,,Android_10,其他,HUAWEI,1080,2295,,
1,,Android_12,其他,HUAWEI,1080,2268,,
6,0B0F7B334CC346CBBB2CD4D9745DC4170aa4b7b9b2b4fb3becdd259de8a81839,Android_12,"爱情,都市,职场,芒果出品",OPPO,2285,1080,,
6,,,其他,alps,,,,
7,,,"爱情,都市,家庭",Xiaomi,,,,
7,,9,"爱情,都市,职场,芒果出品",Xiaomi,,,,
7,,,"真人秀,教育",HONOR,,,,
0,2C18547D871F4F97873AFF9FA89C6BAF2511a6b4c9ec088eaf36839fe29d69ff,Android_11,"剧情,犯罪",OPPO,1080,2293,,
0,,,"爱情,都市,家庭",apple,1242,2208,,
3,,,"纪实,生活,真人秀",alps,,,,
8,,11,"科幻,爱情",TCL,,,,
8,04c47d8bc0f9be3682664aec70264d19fad5be553c420f8d18f6277ad7d9b03c,Android_10,"真人秀,教育",vivo,2310,1080,,
9,,,"青春,校园",apple,2048,1536,,
9,,,"都市,芒果出品,剧情",apple,828,1792,,
9,,,"剧情,古装,爱情,芒果出品",apple,2360,1640,,
9,,,"剧情,犯罪",MStar,,,,
9,,,"青春,都市,爱情",HiDPT,,,,
0,,Android_11,其他,HONOR,1475,720,,
0,,,其他,apple,1242,2208,,
2,,Android_10,"都市,爱情",HONOR,1473,720,,
2,,,"都市,爱情",Changhong,,,,
3,,Android_12,"音乐,芒果出品",HUAWEI,1200,2369,,
7,,,"剧情,古装,爱情,芒果出品",Coocaa,,,,
7,,,"青春,校园",Hisense,,,,
8,,,其他,apple,828,1792,,
9,,9,"年代,都市",XiaoAiTongXue,,,,
2,d341e70b1b4df9e9bda702c26e04e4ca810028e0569c35828aa116f017714bff,Android_10,"悬疑,芒果出品",vivo,2256,1080,,
2,,,"真人秀,教育",HONOR,,,,
6,,,"真人秀,音乐",apple,1792,828,,
8,,,"亲子,芒果出品,真人秀",Xiaodu,,,,
8,,Android_10,"古装,爱情,芒果出品",HONOR,1080,2259,,
8,8B17AF403A1E46DB966C42550C1117875dbcda67bacb00448a7777100e2aa8b9,Android_10,"益智,真人秀,搞笑,芒果出品",OPPO,720,1456,,
8,,,"家庭,喜剧,青春",Android,,,,
0,,,"都市,爱情",SHARP,,,,
0,,,"真人秀,音乐",HUAWEI,800,752,,
0,,,"爱情,都市,家庭",apple,2048,1536,,
1,2E90CD1F2DAD4422A33881658BC49C645c7053b6ae450e1767b0c2d3a15a91bf,Android_11,"音乐,芒果出品",OPPO,1080,2153,,
2,,9,"爱情,都市",Xiaomi,,,,
2,e64ebd6dc657e3742cd44b89f8cdbcea3e022f101e330c4c9cf0688b7197eb46,Android_10,"悬疑,芒果出品",vivo,1080,2192,,
3,119d22fab576007a,,"爱情,剧情,喜剧,都市,家庭",Xiaomi,,,,
6,,,"芒果出品,青春,偶像,爱情,古装,网剧",Xgimi,,,,
7,,Android_12,"爱情,言情,都市,芒果出品",HONOR,2298,1080,,
7,,,"都市,爱情,芒果出品",TCL,,,,
8,,,"芒果出品,真人秀,明星,搞笑",Xiaomi,,,,
8,a35887ee2509c48b5a1903458070f3e31956b12d46578e858ad3dfe3f22ab61f,Android_10,"古装,爱情,芒果出品",vivo,1080,2192,,
