hour,oaid,os,item_names,brand,sw,sh,req_id,key
11,534f2adeca68ce6031e48356c0aec58a7a7d9bd483d12d6656e0a5ee9ae8df36,Android_9,"剧情,喜剧,爱情,家庭",vivo,1080,2267,ZKjRPXbTGAl4WMY5,534f2adeca68ce6031e48356c0aec58a7a7d9bd483d12d6656e0a5ee9ae8df36
12,,,"爱情,都市,家庭",apple,828,1792,ZKjmVDqsAgll8_b8,7D1F5A33-333B-415A-B383-B760EA60CB1D
16,9c394f8ae89d128146ff92cd18df6bb252940530866d0b99df767f2b18d0df57,Android_10,"爱情,奇幻",vivo,1080,2278,ZKkgt-MP4QkCPkM1,9c394f8ae89d128146ff92cd18df6bb252940530866d0b99df767f2b18d0df57
10,,Android_12,"古装,武侠,剧情,芒果出品",HUAWEI,1152,2268,ZKjEIOfIIAk9pgg5,b4df1fa3-b5b5-4451-9dbe-4998bc47b50f
16,b4e0ab0dbcce2fe6,Android_12,"剧情,古装,爱情",Redmi,1601,688,ZKkgdFoi7QkwJpj4,b4e0ab0dbcce2fe6
15,,Mac,"真人秀,芒果出品",,,,ZKkJ-4n4rAlpUPG1,NkZGQzI0ODRFNzMxQzA0NkVCREJCRUU5RTQyRTlFQTQ=
14,AF711638420E403A992C41AFCED01074025e346f322a9aa6d4388dd67c7cfd08,Android_12,"都市,爱情,剧情",OPPO,2153,1080,ZKkITYingggvLHb6,AF711638420E403A992C41AFCED01074025e346f322a9aa6d4388dd67c7cfd08
10,,,其他,apple,828,1792,ZKjGrHbTGAl4T1S7,d07b893f4657d18233260ed477f19746b1100858
14,,,"爱情,剧情,喜剧,都市,家庭",apple,1170,2532,ZKkC-eNnYwlnYsT9,621f3b05f47d288960cea684959cc97b9e211680
11,afe0184814f7b4b1423d22fb45179900fd998f353f188ac77edeb58c91d30dce,Android_11,其他,vivo,1080,2319,ZKjd3wx3jGQUdbe8,afe0184814f7b4b1423d22fb45179900fd998f353f188ac77edeb58c91d30dce
10,07A788A89723402F88E773CFB53D631C767f5a29072200fd2588d998c909c029,Android_11,"芒果出品,青春,网剧,爱情,偶像",OPPO,2156,1080,ZKjLJ2yFqQZEM1R1,07A788A89723402F88E773CFB53D631C767f5a29072200fd2588d998c909c029
13,,Android_9,音乐,HUAWEI,1080,1792,ZKjtc6NL4glraDz5,eedf7ffb-aa7f-a148-e6eb-b57df7f710d8
13,,,"益智,芒果出品",apple,828,1792,ZKjxqXK6qlOVC4R6,93157EC7-DB75-410F-8B91-5B6EFDF536D0
11,0D179C51CD88448996F7B0D1B58CD67Ab63af0bdb8524ee89bfdcdbf389194ce,Android_11,"爱情,都市,家庭",realme,1080,2251,ZKjbSjDlHwlbLZo8,0D179C51CD88448996F7B0D1B58CD67Ab63af0bdb8524ee89bfdcdbf389194ce
12,,,"偶像,都市,爱情,青春",apple,1125,2436,ZKjhXYs1jAlsQjE3,EA9851AA-B585-4849-A28B-9E7FD2AE62A2
12,a6837a07f5837ba6a4cd10bffd88cc091e45f9253a79c5a4dd25f793fa4fbea8,Android_9,其他,vivo,1080,2184,ZKjl0fSimAlj6Pl9,a6837a07f5837ba6a4cd10bffd88cc091e45f9253a79c5a4dd25f793fa4fbea8
11,FEB8CAA45B4D42D58F67C099E93603D7f707df01b4957f96e78c9e020f1691c4,Android_13,"喜剧,爱情,芒果出品",OPPO,1080,2245,ZKjRPKJ1tQ7crTE4,FEB8CAA45B4D42D58F67C099E93603D7f707df01b4957f96e78c9e020f1691c4
13,,Android_9,"剧情,喜剧,爱情,家庭",HUAWEI,1080,2160,ZKj0nIn4rAlpOP73,5ffbcbef-f7f1-4a6b-7dd6-feefee7c9920
11,,,"爱情,偶像",apple,1179,2556,ZKjRUeMP4QkC5ZM0,11481E44-0813-4BEC-9BC0-54D55DA4F652
14,,Android_10,"青春,校园,芒果出品",HUAWEI,2265,1080,ZKj7aWYpeglG2eB1,7f9f5fef-f7e7-3ec7-7de6-ee8fbfe7e939
15,c3d33fa1e81d3818,Android_11,"校园,青春,偶像,爱情",Xiaomi,2560,1564,ZKkQFG-joAlEF7X0,c3d33fa1e81d3818
16,,,"悬疑,犯罪,芒果出品",apple,2208,1242,ZKkbJDqsAgllL272,6D621147-954D-4BB7-ADAF-3FA30DCD938F
13,,,"剧情,喜剧,爱情,家庭",apple,1170,2532,ZKjta5L5zDM8IQ-6,b4cbbc73f665ef0926c816030f6bebc2be75f74e
12,77577c808f766debac7b34edf8ff1808175ee57af8a01e7553852bfb3ff3c94e,Android_30,"战争,剧情",vivo,1080,2342,ZKjrCzqsAgll-Lh8,77577c808f766debac7b34edf8ff1808175ee57af8a01e7553852bfb3ff3c94e
12,,Android_10,"音乐,芒果出品",HUAWEI,1200,1444,ZKjmzaNL4glrYZ30,53a42798-a51d-412c-a4c3-72c6de986f7d
13,4514a77a5d66ac6257f069d9840513d989b8fa1ca830283bebf58f4788c2a398,Android_10,"剧情,悬疑,爱情",vivo,1080,2198,ZKjtaGyFqQZEVqS0,4514a77a5d66ac6257f069d9840513d989b8fa1ca830283bebf58f4788c2a398
11,FC3BEB534AAF4F948DFBB7F0081921DCb68da8ff492528d7bcad1f6f31339f4b,Android_12,"亲子,芒果出品,真人秀",OPPO,2170,1080,ZKjbi3rrPwlmLtR7,FC3BEB534AAF4F948DFBB7F0081921DCb68da8ff492528d7bcad1f6f31339f4b
12,,Android_11,"剧情,喜剧,爱情,家庭",HONOR,1080,2184,ZKjgq3fy5QlJB8x7,20192e79-f2e8-47d4-a899-0031e64ae457
16,,Android_12,"亲子,芒果出品,真人秀",HUAWEI,2499,1200,ZKkZYTqsAgllLSo7,17223d4a-a025-4f5b-8848-4768aa8538c7
12,,Android_12,"爱情,都市,职场,芒果出品",HUAWEI,1228,1789,ZKjjLbVOSgkDovr9,3d2dc5a2-5a9a-453e-aefd-63f43b0d3001
10,,Android_10,"真人秀,益智,芒果出品",HONOR,2340,1080,ZKjJ9u5RcS8Kdo52,f1ff9dd4-ebb5-7032-7f7f-9fcf8ffbbeb2
11,,,"古装,武侠,剧情,芒果出品",apple,1170,2532,ZKjROaJ1tQ7crS38,53C29F18-07BE-4BF4-B14E-1CBCA0DCD865
11,,,"真人秀,竞技",apple,1170,2532,ZKjS2Ys1jAlsMrp6,895dbb0e2c147bf33d004088a2841b2aa1d8d84d
14,0C0E3C90CEAD42C38CF87DBD857CBFA076d43d0e3f8b286d30061ebd64520d4e,Android_11,"都市,职场",OPPO,720,1536,ZKkA2y_xbm9hIgH4,0C0E3C90CEAD42C38CF87DBD857CBFA076d43d0e3f8b286d30061ebd64520d4e
10,,,"剧情,悬疑,谍战,年代",apple,1125,2436,ZKjPzufIIAk9sLi5,A186F7B8-62DB-4696-8093-82303FB66B7C
15,438CF76D3D44460FA4CF86CC27CFE0A626199dc89f56a6e01b8fb94b29f524fb,Android_10,"都市,爱情",realme,1544,720,ZKkVlnfy5QlJQ5f2,438CF76D3D44460FA4CF86CC27CFE0A626199dc89f56a6e01b8fb94b29f524fb
19,,Android_9,"爱情,都市,家庭",HUAWEI,1920,1137,ZKlCqmyFqQZEt8Y9,abd7fbff-dfff-dc86-fcd2-ffb7ff7fdfce
19,,,"真人秀,芒果出品",apple,828,1792,ZKlIqzqsAgllZDr6,95290F66-C1D1-4BDD-9A24-2CE2C47D8608
18,,,"校园,青春,偶像,爱情",apple,828,1792,ZKk5EXbTGAl4zTy9,cfb03c838f1eceee8d7012b99f9b8524068dbdf0
19,C136DA3445124178894B8B90F65202F9ae196738bcc51396750676ba289e0429,Android,"真人秀,教育",realme,2293,1026,ZKlG21oTBmi2GRf1,C136DA3445124178894B8B90F65202F9ae196738bcc51396750676ba289e0429
18,,,"爱情,剧情,喜剧,都市,家庭",apple,1170,2532,ZKk0jsKDAlt6O2d9,FE6FD473-58BB-4A3F-8D30-BA29E09E73E8
19,A589C0C8B4D645C08CCF7563AE7CD81F7513aa478f2b4f1319d29c411ac9ab14,,其他,OPPO,720,1520,ZKlHXzDlHwlbqH31,A589C0C8B4D645C08CCF7563AE7CD81F7513aa478f2b4f1319d29c411ac9ab14
18,38AB8A410BCA422F9C7B6C746682FF27051126a9a776813e7b4d387aeefbde0f,Android_12,"真人秀,美食,明星",OPPO,1080,1600,ZKk4ljDlHwlbltN5,38AB8A410BCA422F9C7B6C746682FF27051126a9a776813e7b4d387aeefbde0f
18,8C45262536164520A5CF5A36DBB16DF653ed14f4320cd356ee79afb2164b5a49,Android_12,其他,OPPO,1080,2290,ZKk_mBaTsglraln2,8C45262536164520A5CF5A36DBB16DF653ed14f4320cd356ee79afb2164b5a49
19,,,"真人秀,美食",apple,2048,1536,ZKlNf7VOSgkDHM_5,F87764F3-D37D-43C4-8DE1-4999D99FA871
19,866CF8A42E294193A27D93B5B32CEF24d2531df432bef6a09cee03165fe4411d,Android_13,音乐,OPPO,1080,2305,ZKlBzIn4rAlpkKz7,866CF8A42E294193A27D93B5B32CEF24d2531df432bef6a09cee03165fe4411d
16,,Android_10,"情感,旅游,真人秀,芒果出品",HUAWEI,,,ZKkjgjSmkAk0cLT0,28cbae04-6891-4c15-ba9d-c2a71f9c21eb
16,,,"爱情,悬疑,都市,芒果出品",apple,1170,2532,ZKkeMxIkWQlpsCU7,56387dc8197a4e7a612897ac0d0e91e972d9eda2
19,5505F50EB9CC4C00AF6D120C3EB9CA64363cb892d1f4023cedee8a1165f85dff,Android_12,"古装,青春",realme,1080,2290,ZKlIRIn4rAlpmTO5,5505F50EB9CC4C00AF6D120C3EB9CA64363cb892d1f4023cedee8a1165f85dff
20,,,"爱情,都市,家庭",apple,1792,828,ZKlTWZL5zDM8mBI1,A0AE5864-6A62-4BD4-9161-CC8F6FCD6629
20,,,"古装,悬疑,爱情",apple,828,1792,ZKlcq3fy5QlJmW67,fc6f21ee73c785c4b19da9fe8aa7224a43bc31a5
18,,,"剧情,爱情,悬疑,犯罪",vivo,1436,720,ZKk6c2yFqQZErr-6,8e2ed49affaf1fa95bb1b84198af7264
17,,Android_10,"剧情,喜剧,爱情,家庭",HONOR,2223,1080,ZKkm1zSmkAk0dDv3,fb5fbbf9-61e6-bb7a-beae-b6f7b9db07f3
18,F697A71296C248C2B77A2FFB2F82B0BA1a169a056ae1c6f42da75037e501a032,Android_13,音乐,OPPO,1080,2173,ZKk6sXK6qlOVXrS5,F697A71296C248C2B77A2FFB2F82B0BA1a169a056ae1c6f42da75037e501a032
19,,Android_10,"剧情,爱情,芒果出品",HONOR,1080,2400,ZKlFBp_HQmDqNmZ2,305e28f6-9e92-4bb3-9f87-958bebcf5674
19,,Android_12,"爱情,都市,家庭",HONOR,1122,2234,ZKlJg4s1jAlsuWG6,8b4a47ce-0c4d-49ee-84a0-b7c2ac028720
19,,,"都市,爱情,芒果出品",apple,1170,2532,ZKlGoyBTwAl541z2,d864c3f89ac580c4d6dc0ebbaaf1a3e039592a6d
20,EADA778C04B14EB29882098640F77A8921b03ac4900e946c985c835e3a4c2443,Android_12,"都市,爱情,剧情",realme,1080,2161,ZKlbhmyFqQZE2P67,EADA778C04B14EB29882098640F77A8921b03ac4900e946c985c835e3a4c2443
19,,,"芒果出品,爱情,古装",apple,1284,2778,ZKlCt4n4rAlpkal4,52328d5d0133cc2e6e44209c13ef788f74bd79db
17,,,"都市,爱情,芒果出品",apple,2208,1242,ZKkudddNnglBX3Q2,c32770731a0344af1b99fe0cb1c2b771b11f7ae1
18,e938dbe7aa792304408fe45725f69883a7d8ed0e326b1a0d5a14a596bfd19bd3,Android_11,"剧情,爱情,古装",vivo,1080,1617,ZKlAkBJ-KAkqQUs5,e938dbe7aa792304408fe45725f69883a7d8ed0e326b1a0d5a14a596bfd19bd3
18,66A98D9AF45842DBBF0A686C3FD4C2486b71e6f9c57fe9f61bcc23051c74fb5f,Android_13,"剧情,喜剧,爱情,家庭",OPPO,2161,1080,ZKk1kWYpeglGHFC1,66A98D9AF45842DBBF0A686C3FD4C2486b71e6f9c57fe9f61bcc23051c74fb5f
19,,,"纪实,生活,真人秀",apple,2532,1170,ZKlLkXbTGAl444j2,6db451f3e1876471cc99a80b90952733ea5a16ee
20,,,"芒果出品,青春,偶像,爱情,古装,网剧",apple,1179,2556,ZKlThi_xbm9hgvA4,F5E5BC41-EA9A-4D5F-BF82-D3B482E74683
20,,,其他,apple,2778,1284,ZKlSZhIkWQlp7a-0,231cd3a32e2674cc02f0fd76fd816109e6018c40
17,ec007afada056ec7,Android_12,"古装,武侠,剧情,芒果出品",Xiaomi,1080,2285,ZKklpNdNnglBVUf5,ec007afada056ec7
17,3724e9b3efe73a750d15b5f860cc241660f31e8a427adde6df37d68c8e41c9e2,Android_12,其他,samsung,1080,2504,ZKksrefIIAk9GF50,3724e9b3efe73a750d15b5f860cc241660f31e8a427adde6df37d68c8e41c9e2
20,,Android_12,其他,HUAWEI,2214,1080,ZKldaXK6qlOViyr1,b279ad45-08e3-4fe3-bb80-af55f6de4b32
17,AF840943AC394939960446B240607C959d46326398cacb54509d95797433ccfa,Android_12,其他,OPPO,720,1548,ZKklpXrrPwlmghH0,AF840943AC394939960446B240607C959d46326398cacb54509d95797433ccfa
20,,Android_10,"真人秀,益智",HUAWEI,1152,2268,ZKlU73K6qlOVf6s2,24ac67ca-e317-4377-abdf-5446cab73ef2
20,E36A4B12BB4C46C3BC8B39FE2F69858A9d3aa4afac33f12ce3de2317b67b0da1,Android_11,"剧情,家庭",OPPO,1080,2208,ZKlQCiBTwAl57vw0,E36A4B12BB4C46C3BC8B39FE2F69858A9d3aa4afac33f12ce3de2317b67b0da1
17,1DA26A87AC5841B68B5FDB0E3B6CA669226e36243147a314fc0b7de3ed43cd85,Android_13,其他,realme,1080,2316,ZKky8G-joAlEPv30,1DA26A87AC5841B68B5FDB0E3B6CA669226e36243147a314fc0b7de3ed43cd85
20,,,"爱情,偶像",apple,2532,1170,ZKlVf3K6qlOVgHd9,9389ec4e6009925dce46b968098f02463629f307
18,,Windows,"校园,青春,奇幻,喜剧,爱情",,,,ZKk21xIkWQlpy9r3,MTVFOEVBQ0UwQUY5OEVERjJFRkI2Q0MxNTU2RUU2QzQ=
19,,,"青春,偶像,校园",apple,1284,2778,ZKlIgOhm0wlk_hH0,F95517F6-0464-4FFC-85ED-4B43F46EFBEE
19,03F2B60651424951B432F99824D2F286665b1b05849f6311dc39982579390012,,"剧情,家庭",OPPO,720,1520,ZKlGKBaTsglrcpn6,03F2B60651424951B432F99824D2F286665b1b05849f6311dc39982579390012
20,,Android_12,其他,HONOR,2238,1080,ZKlXiaOXmAlPAdX9,9c44de43-bd1d-44d7-b023-74f3aefa31f3
18,d2fbbb5ff9cea20f2e04616a087071ede9b3181ba7c6b13de3bfeb9668a9cf7b,Android_12,"剧情,都市",vivo,2309,1080,ZKk1yufIIAk9IlI0,d2fbbb5ff9cea20f2e04616a087071ede9b3181ba7c6b13de3bfeb9668a9cf7b
18,356e5072c09776a0,Android_11,"剧情,喜剧,爱情,家庭",Redmi,2297,1036,ZKk2Ewx3jGQU2SV5,356e5072c09776a0
20,9211007a5a86f64b5acbd7359e3fb534cd87ac1a402491139943d90c6cd5bf9f,Android_11,"真人秀,益智,搞笑",vivo,1080,2216,ZKlRc2yFqQZEys29,9211007a5a86f64b5acbd7359e3fb534cd87ac1a402491139943d90c6cd5bf9f
19,,,其他,HUAWEI,1080,2040,ZKlBx2-z1AkxNGf1,f7855af6bd9b2a1bc05f8a8f2d8262a5
20,,,其他,apple,828,1792,ZKlPzHK6qlOVeFq0,F2BCDB9A-45DE-4057-89F1-C925F09C2073
16,F505D31765BF48FD91549AF850EC008989384143f49781be9629e54f8249ff4d,Android_12,"家庭,喜剧,青春",OPPO,1080,2290,ZKkjsuMP4QkCQZK5,F505D31765BF48FD91549AF850EC008989384143f49781be9629e54f8249ff4d
16,67d57f4ef91ac57f,Android_9,剧情,Xiaomi,2030,1080,ZKkZZQx3jGQUuI00,67d57f4ef91ac57f
18,,,其他,Xiaomi,,,ZKk9yOMP4QkCXzl6,b31d52d108685f9df37d573cefdc28e0
16,,,"真人秀,美食,明星",apple,1290,2796,ZKkgtqOXmAlPv7J2,ed4ab4b03f0e8a1c65edd24a0b078345e6bd326c
17,ed7312e36dcc8141f9feeeb78243b43f,Android_12,其他,Lenovo,2460,1080,ZKklm7VOSgkD7ct1,ed7312e36dcc8141f9feeeb78243b43f
19,,,"战争,剧情",apple,1170,2532,ZKlMRxJ-KAkqUCR9,CAC2C8E1-EBAF-4AA0-9A50-4CF0EFDDB565
19,,,"剧情,喜剧,爱情,家庭",apple,2048,1536,ZKlPqG-joAlEYbI6,5453FAFA-1A88-474F-A75A-3EEC9E2119D2
17,,Android_12,"都市,爱情,剧情",HUAWEI,2241,1080,ZKknQeNnYwlnjAA5,c9cce266-65a8-432f-b5e1-f69eb3872db5
16,,Android_9,"剧情,喜剧,芒果出品",HONOR,1080,2044,ZKkjjDSmkAk0cMA0,fb76f1f7-ffff-3155-edff-756ffba5ecaa
18,94D9EE8056324908B78F5C26C656F707342efb3701c492650a27e5d57fd094a0,Android_10,"都市,芒果出品,剧情",realme,720,1456,ZKk809dNnglBb8y3,94D9EE8056324908B78F5C26C656F707342efb3701c492650a27e5d57fd094a0
18,,,"都市,爱情,芒果出品",apple,1170,2532,ZKk46zqsAgllUVT8,e52c1150ff6fef9140b19cac588fd308e00d30aa
17,,,其他,apple,1284,2778,ZKksKfSimAljOHf7,a157b6cd0371e43f6426862e5a4cd21a69162c2a
18,,,"纪实,生活,真人秀",apple,1024,768,ZKk8PvSimAljSq01,264D72AB-5BA1-41EC-8831-65C435541052
20,,Android_10,"都市,芒果出品,剧情",HUAWEI,2265,1080,ZKlW2nfy5QlJkZz7,1fff674e-b7ef-060e-f1bc-6f6bddbff9d7
17,F1F6D25AB1794598986AB0F4CF18F39D05afaf0df1fde9a2e9ea719112e169ec,Android_11,"芒果出品,都市,爱情,剧情",OPPO,2150,1080,ZKkln5_HQmDqEmg0,F1F6D25AB1794598986AB0F4CF18F39D05afaf0df1fde9a2e9ea719112e169ec
18,,Android_12,"爱情,都市,家庭",HUAWEI,1920,2984,ZKk75rVOSgkDB1X8,363e8dd7-5acb-4d09-8ac6-6aa94da9fdca
20,,,"古装,爱情,芒果出品",apple,1170,2532,ZKlZ2jqsAgllexL3,85210FAD-1EE2-4DFD-AE20-4F86C70A5FCA
20,,,其他,apple,1792,828,ZKlb-4n4rAlps2p8,8A8191D6-CA7F-4548-BD97-681614ECD4D4
17,a1e79b2467eedf68,Android_12,"喜剧,爱情,芒果出品",Redmi,1080,2356,ZKkrhVoTBmi2-Vf4,a1e79b2467eedf68
19,,Android_9,"战争,剧情",HUAWEI,1200,1852,ZKlJ6DqsAgllZcU0,fb7f7daf-fb61-3bff-7ca7-d56dcb77c83c
16,,,其他,apple,1125,2436,ZKkXl9dNnglBRUJ5,82AD8E01-E3B9-4A4C-9597-7FF237A37FBE
20,,Android_10,"剧情,爱情,悬疑,犯罪",HONOR,1080,2322,ZKlQjy_xbm9hfoI8,1c30d960-a18f-4f13-913c-b9670eac6208
20,,Android_10,"剧情,喜剧,芒果出品",HONOR,1080,2232,ZKlXi2yFqQZE06Q6,c9b7b4a2-7a94-4813-a8ea-acb74c2027dc
18,,Android_12,"都市,爱情,芒果出品",HONOR,1080,2122,ZKk-GpL5zDM8fTI7,14650618-4690-4e26-b7ef-ea5b7683026c
19,,,其他,apple,1242,2208,ZKlBzjNAXglqTa50,9C20BD7C-55C0-4092-80F3-8E1AAB8BA6F6
19,1b6630df41c57aba,Android_11,"农村,剧情",Xiaomi,2560,1494,ZKlJ6sffPgmRZS19,1b6630df41c57aba
18,,,"仙侠,古装,爱情",apple,1284,2778,ZKk3MloTBmi2Bla0,a3631df65d27ed44c7c117e27cdca1cb8754ecb9
20,,Android_10,"爱情,都市,家庭",HONOR,2214,1080,ZKlZnp_HQmDqUWt5,378b04fd5e8d0aa4b3cc7304f10e2840
17,f025afe3c882a68a2ba8737eb3a491b34f42030570cb5d9387179e14bbf0dfde,Android_10,"剧情,悬疑,犯罪",vivo,1080,2216,ZKklpG-z1AkxFHO5,f025afe3c882a68a2ba8737eb3a491b34f42030570cb5d9387179e14bbf0dfde
20,F2E43051153E46FFA1BC579FC23089075ede4aeea7109eba83f4db1e5165d45b,Android_11,"都市,爱情,芒果出品",OPPO,1080,2158,ZKldCJ_HQmDqVfL7,F2E43051153E46FFA1BC579FC23089075ede4aeea7109eba83f4db1e5165d45b
17,,Android_12,音乐,HUAWEI,1080,2159,ZKkyBbxPiW6O_4A6,fb9d7fbd-b3f7-64aa-fbff-6bc3f7fffc8f
20,,Android_10,"年代,都市",HUAWEI,1200,2499,ZKlQCfSimAljYuB9,4b891885-1f6b-4fda-970e-5f05520a29a8
19,5A05FB4FDA4D45FB91463DB135371D1699fcf39e3076b986d9385b9e6fde2319,Android_9,剧情,OPPO,1080,2128,ZKlElxIkWQlp2_r5,5A05FB4FDA4D45FB91463DB135371D1699fcf39e3076b986d9385b9e6fde2319
18,,Android_12,"宫廷,古装,爱情,剧情",HUAWEI,1133,2348,ZKk3t9dNnglBae25,65bae873-c0ae-447b-ab8e-85b4f657916e
16,0C6B0EF8EA864D64A05C869825C2730574610739f6a6daed4f952ed8b8b15e13,Android_11,其他,OPPO,720,1440,ZKkYezSmkAk0Y8U1,0C6B0EF8EA864D64A05C869825C2730574610739f6a6daed4f952ed8b8b15e13
20,,Android_12,"文化,脱口秀,搞笑",HONOR,2153,1104,ZKlb_efIIAk9Uts2,add3e4e2-b2cf-4dff-b163-21cd123c417f
17,22ed25ebd488660c1827cf858d68990204cbb4fbecd674872ee026c4322e0872,Android_11,"古装,爱情",samsung,1080,2501,ZKkwYxaTsglrWQd1,22ed25ebd488660c1827cf858d68990204cbb4fbecd674872ee026c4322e0872
20,D25211EAD5C0491583389EA97AE691DF274d4ae3af20a83086439236a26895fa,,"青春,校园",OPPO,720,1424,ZKlZpTNAXglqbUP0,D25211EAD5C0491583389EA97AE691DF274d4ae3af20a83086439236a26895fa
18,4c1e406380a0d43c2c495df944c4c862352f87f8613b39b862b1acf523667b29,Android_12,"战争,剧情",neken,1526,688,ZKk-vsKDAlt6XS25,4c1e406380a0d43c2c495df944c4c862352f87f8613b39b862b1acf523667b29
20,1815c303ffcc05cb,Android_12,其他,Xiaomi,1080,2120,ZKlP3Yn4rAlpopZ0,1815c303ffcc05cb
17,,Android_10,"剧情,喜剧,爱情,家庭",HONOR,1080,2137,ZKksLufIIAk9F9H5,de688364-3680-4db7-86c7-6c948f08b9a6
20,CBA2F0B8CF4C4CFDBCBFA52F9281FB81946a3618a765bd2f49b49740aeea706a,Android,其他,OPPO,2293,1080,ZKlZq3bTGAl49o08,CBA2F0B8CF4C4CFDBCBFA52F9281FB81946a3618a765bd2f49b49740aeea706a
17,,,"都市,爱情,剧情",apple,2532,1170,ZKkxK4mdFjQBJvN3,2EC95366-E68E-402B-84A4-F52E64366553
23,,Android_10,"音乐,竞技",HUAWEI,1080,2159,ZKl8n_CkHQlZlt77,effecffd-59df-1a67-657f-ff5733ff68ab
22,,,其他,apple,1284,2778,ZKlxwXbTGAl4FFt7,fca231f6a7942a92e9231152537eabb95db21d64
7,e99f17252bdfd722,Android_10,"家庭,都市",Redmi,1449,720,ZKihOirBAwlHNVA0,e99f17252bdfd722
23,b91194d3fd2fc56949ee803adab45fb87af16f19f8655f33b9ae78160b5b28de,Android_11,"爱情,都市,家庭",vivo,1470,720,ZKl6EWYpeglGcB_4,b91194d3fd2fc56949ee803adab45fb87af16f19f8655f33b9ae78160b5b28de
22,,,"真人秀,益智",apple,1125,2436,ZKlx3Hfy5QlJs1W1,807307DC-DA32-4DF6-9E90-D197BB512C27
0,,,"都市,爱情,剧情",apple,2796,1290,ZKhELJLUijjmCJb6,314dd5f8997cb2986dd24d234a354f42fed20fed
6,67F6C71DCEA945838A5061BC29BB626A47da54b6d2236349951730be1b10ee2c,Android_13,"都市,爱情",realme,2168,1080,ZKiLD-NnYwln_3F0,67F6C71DCEA945838A5061BC29BB626A47da54b6d2236349951730be1b10ee2c
3,,,"爱情,都市,家庭",apple,2778,1284,ZKhiIloTBmi2Wba2,5d3826884c51b2e311096a192daddc751041f74d
7,,Android_10,"真人秀,明星,竞技",HUAWEI,1080,2214,ZKilK2yFqQZEF2D7,5a89ea5a-22a8-47af-b4e6-940fe5a394de
21,,,"爱情,剧情,喜剧,都市,家庭",apple,828,1792,ZKlf73fy5QlJnZ-8,28eb365ff607ac3edd3c823693dcc2706eeee4fe
1,,,"古装,爱情,奇幻,喜剧,芒果出品,言情,青春,玄幻,网剧,偶像",apple,2532,1170,ZKhMXnfy5QlJszl5,8af68c0f2a8dd68fc770c4683c79573b26bfbaff
22,90daee6c2dd43563bd4fe18d2cb3806c1caa75a270936caed370995a09418a1c,Android_12,"情感,旅游,真人秀,芒果出品",vivo,1080,2182,ZKlvbJL5zDM8vCd3,90daee6c2dd43563bd4fe18d2cb3806c1caa75a270936caed370995a09418a1c
23,3a942c8514491ec1139d7a38d2f9a4055b966d15fe047967647bd71c7fa09549,,"剧情,悬疑,爱情",V2002A,,,ZKl-sy_xbm9htSs1,3a942c8514491ec1139d7a38d2f9a4055b966d15fe047967647bd71c7fa09549
1,,Android_9,"剧情,喜剧,爱情,家庭",HONOR,1080,1920,ZKhNDIn4rAlpznH8,0bf6a0db4e4de737add8ada33fa4aed7
1,0892EF2DD43E48AF822A10656475E6CCc1e98c455522848ed4903915518b4b23,Android_13,"都市,爱情,芒果出品",OnePlus,1240,2662,ZKhSWHbTGAl4Fyx2,0892EF2DD43E48AF822A10656475E6CCc1e98c455522848ed4903915518b4b23
21,,,音乐,apple,1170,2532,ZKlhexJ-KAkqbLM3,CFC36210-6D84-496A-80E8-152A31615BB6
6,8BC2C55D32224F308970E92F48493FACfa424c38598687b72a24a4e2c7c93de5,Android_11,"剧情,喜剧,爱情,家庭",OPPO,1080,2153,ZKiRBYn4rAlp6HC0,8BC2C55D32224F308970E92F48493FACfa424c38598687b72a24a4e2c7c93de5
23,,Android_10,其他,HUAWEI,1080,2265,ZKmBCvCkHQlZmoN8,5f7793f6-fdf9-0b2a-dfff-73fafe4b3eb3
22,CFB3410E0C434631BA60B5B66346CEF9b023ae9e68e2da4e87c8102c853d5dd3,Android_11,"爱情,都市,家庭",OPPO,2293,1032,ZKlr-TSmkAk0ynt4,CFB3410E0C434631BA60B5B66346CEF9b023ae9e68e2da4e87c8102c853d5dd3
23,ef9659d015d143faaeea8d26f1db8aa37160427c9d798257473779119b3661c4,Android_9,"剧情,犯罪",vivo,720,1407,ZKl9vWyFqQZE_1_0,ef9659d015d143faaeea8d26f1db8aa37160427c9d798257473779119b3661c4
22,F253597DA6634D7E8D9F4BB936AB622F3603f69654dcbbc2102da05192e9f094,Android_11,"芒果出品,青春,偶像,爱情,古装,网剧",OPPO,720,1445,ZKl0dXfy5QlJtge0,F253597DA6634D7E8D9F4BB936AB622F3603f69654dcbbc2102da05192e9f094
23,,,"都市,爱情,芒果出品",apple,2048,1536,ZKmCrPSimAljnTf6,1f134ffe46489eec838341d2cc1de40c5a756c4c
5,,,其他,vivo,2267,1080,ZKiJvDqsAgllsB47,20d36c2fb4da09db12bdeee2007b9b83
0,784255eefbe2facefcc9eb9f6b142671fc71f0a4f1e449878ab194d5d4bda4ac,Android_10,"文化,脱口秀,搞笑",vivo,2244,1080,ZKg6EBaTsglroA20,784255eefbe2facefcc9eb9f6b142671fc71f0a4f1e449878ab194d5d4bda4ac
21,,,"都市,职场",apple,2160,1620,ZKlqIOMP4QkCmOm0,09504B01-1780-46E8-AED8-3ACA63C2963F
