"date","hour","interval_start","count"
"2023-07-15",13,50.0,493351
"2023-07-15",14,0.0,493019
"2023-07-15",14,10.0,487419
"2023-07-15",14,20.0,485171
"2023-07-15",14,30.0,1528883
"2023-07-15",14,40.0,1522113
"2023-07-15",14,50.0,1556437
"2023-07-15",15,0.0,1566170
"2023-07-15",15,10.0,1519592
"2023-07-15",15,20.0,1537821
"2023-07-15",15,30.0,1571109
"2023-07-15",15,40.0,1579535
"2023-07-15",15,50.0,1567851
"2023-07-15",16,0.0,1584574
"2023-07-15",16,10.0,1594267
"2023-07-15",16,20.0,1585051
"2023-07-15",16,30.0,1566960
"2023-07-15",16,40.0,1568977
"2023-07-15",16,50.0,1499639
"2023-07-15",17,0.0,1610810
"2023-07-15",17,10.0,1587865
"2023-07-15",17,20.0,1625739
"2023-07-15",17,30.0,1623528
"2023-07-15",17,40.0,1674693
"2023-07-15",17,50.0,1738126
"2023-07-15",18,0.0,1618514
"2023-07-15",18,10.0,1558933
"2023-07-15",18,20.0,1544429
"2023-07-15",18,30.0,1517933
"2023-07-15",18,40.0,1628923
"2023-07-15",18,50.0,1685116
"2023-07-15",19,0.0,1531424
"2023-07-15",19,10.0,1530506
"2023-07-15",19,20.0,1561130
"2023-07-15",19,30.0,1599765
"2023-07-15",19,40.0,1595678
"2023-07-15",19,50.0,1537750
"2023-07-15",20,0.0,1548408
"2023-07-15",20,10.0,1527224
"2023-07-15",20,20.0,1507159
"2023-07-15",20,30.0,1512189
"2023-07-15",20,40.0,1533318
"2023-07-15",20,50.0,1565116
"2023-07-15",21,0.0,1607045
"2023-07-15",21,10.0,1565787
"2023-07-15",21,20.0,1592488
"2023-07-15",21,30.0,1601508
"2023-07-15",21,40.0,1612454
"2023-07-15",21,50.0,1624130
"2023-07-15",22,0.0,1617289
"2023-07-15",22,10.0,1607043
"2023-07-15",22,20.0,1585204
"2023-07-15",22,30.0,1591239
"2023-07-15",22,40.0,1566984
"2023-07-15",22,50.0,1555339
"2023-07-15",23,0.0,1543324
"2023-07-15",23,10.0,1520268
"2023-07-15",23,20.0,1517188
"2023-07-15",23,30.0,1510501
"2023-07-15",23,40.0,1459913
"2023-07-15",23,50.0,1394399
"2023-07-16",0,0.0,1467493
"2023-07-16",0,10.0,1373765
"2023-07-16",0,20.0,1256858
"2023-07-16",0,30.0,1168559
"2023-07-16",0,40.0,1108574
"2023-07-16",0,50.0,1047078
"2023-07-16",1,0.0,1021415
"2023-07-16",1,10.0,964376
"2023-07-16",1,20.0,901538
"2023-07-16",1,30.0,850060
"2023-07-16",1,40.0,807812
"2023-07-16",1,50.0,760481
"2023-07-16",2,0.0,732749
"2023-07-16",2,10.0,650616
"2023-07-16",2,20.0,607614
"2023-07-16",2,30.0,596004
"2023-07-16",2,40.0,576225
"2023-07-16",2,50.0,566078
"2023-07-16",3,0.0,570638
"2023-07-16",3,10.0,510750
"2023-07-16",3,20.0,489426
"2023-07-16",3,30.0,490732
"2023-07-16",3,40.0,474288
"2023-07-16",3,50.0,476953
"2023-07-16",4,0.0,528891
"2023-07-16",4,10.0,523779
"2023-07-16",4,20.0,543893
"2023-07-16",4,30.0,579253
"2023-07-16",4,40.0,604943
"2023-07-16",4,50.0,648321
"2023-07-16",5,0.0,764446
"2023-07-16",5,10.0,786138
"2023-07-16",5,20.0,819553
"2023-07-16",5,30.0,879688
"2023-07-16",5,40.0,919046
"2023-07-16",5,50.0,956940
"2023-07-16",6,0.0,1037634
"2023-07-16",6,10.0,1091401
"2023-07-16",6,20.0,1143622
"2023-07-16",6,30.0,1195372
"2023-07-16",6,40.0,1179142
"2023-07-16",6,50.0,1206952
"2023-07-16",7,0.0,1284254
"2023-07-16",7,10.0,1371946
"2023-07-16",7,20.0,1316987
"2023-07-16",7,30.0,1355372
"2023-07-16",7,40.0,1371759
"2023-07-16",7,50.0,1395213
"2023-07-16",8,0.0,1447700
"2023-07-16",8,10.0,1463034
"2023-07-16",8,20.0,1461433
"2023-07-16",8,30.0,1463632
"2023-07-16",8,40.0,1458912
"2023-07-16",8,50.0,1471891
"2023-07-16",9,0.0,1515168
"2023-07-16",9,10.0,1514405
"2023-07-16",9,20.0,1510811
"2023-07-16",9,30.0,1490991
"2023-07-16",9,40.0,1473530
"2023-07-16",9,50.0,1460316
"2023-07-16",10,0.0,1431188
"2023-07-16",10,10.0,1383478
"2023-07-16",10,20.0,1382139
"2023-07-16",10,30.0,1385730
"2023-07-16",10,40.0,1464941
"2023-07-16",10,50.0,506208
"2023-07-16",11,0.0,521374
"2023-07-16",11,10.0,502699
"2023-07-16",11,20.0,507215
"2023-07-16",11,30.0,515114
"2023-07-16",11,40.0,528645
"2023-07-16",11,50.0,537640
"2023-07-16",12,0.0,544086
"2023-07-16",12,10.0,535569
"2023-07-16",12,20.0,535027
"2023-07-16",12,30.0,530313
"2023-07-16",12,40.0,520019
"2023-07-16",12,50.0,525040
"2023-07-16",13,0.0,533233
"2023-07-16",13,10.0,518314
"2023-07-16",13,20.0,508278
"2023-07-16",13,30.0,505760
"2023-07-16",13,40.0,498494
"2023-07-16",13,50.0,522809
"2023-07-16",14,0.0,515833
"2023-07-16",14,10.0,506596
"2023-07-16",14,20.0,506496
"2023-07-16",14,30.0,1583838
"2023-07-16",14,40.0,1586614
"2023-07-16",14,50.0,1548021
"2023-07-16",15,0.0,1589897
"2023-07-16",15,10.0,1575854
"2023-07-16",15,20.0,1571112
"2023-07-16",15,30.0,1569936
"2023-07-16",15,40.0,1599473
"2023-07-16",15,50.0,1600792
"2023-07-16",16,0.0,1621851
"2023-07-16",16,10.0,1597996
"2023-07-16",16,20.0,1594456
"2023-07-16",16,30.0,1584308
"2023-07-16",16,40.0,1594846
"2023-07-16",16,50.0,1617397
"2023-07-16",17,0.0,1627162
"2023-07-16",17,10.0,1609309
"2023-07-16",17,20.0,1611839
"2023-07-16",17,30.0,1627604
"2023-07-16",17,40.0,1632680
"2023-07-16",17,50.0,1629064
"2023-07-16",18,0.0,1621345
"2023-07-16",18,10.0,1620937
"2023-07-16",18,20.0,1596462
"2023-07-16",18,30.0,1604832
"2023-07-16",18,40.0,1618899
"2023-07-16",18,50.0,1656540
"2023-07-16",19,0.0,1636380
"2023-07-16",19,10.0,1614307
"2023-07-16",19,20.0,1630882
"2023-07-16",19,30.0,1623781
"2023-07-16",19,40.0,1602784
"2023-07-16",19,50.0,1648244
"2023-07-16",20,0.0,1617195
"2023-07-16",20,10.0,1576664
"2023-07-16",20,20.0,1562278
"2023-07-16",20,30.0,1576460
"2023-07-16",20,40.0,1613991
"2023-07-16",20,50.0,1675890
"2023-07-16",21,0.0,1669646
"2023-07-16",21,10.0,1654097
"2023-07-16",21,20.0,1649851
"2023-07-16",21,30.0,1658967
"2023-07-16",21,40.0,1668464
"2023-07-16",21,50.0,1675360
"2023-07-16",22,0.0,1642050
"2023-07-16",22,10.0,1642815
"2023-07-16",22,20.0,1609748
"2023-07-16",22,30.0,1575119
"2023-07-16",22,40.0,1585841
"2023-07-16",22,50.0,1570606
"2023-07-16",23,0.0,1505857
"2023-07-16",23,10.0,1447520
"2023-07-16",23,20.0,1420059
"2023-07-16",23,30.0,1392231
"2023-07-16",23,40.0,1320764
"2023-07-16",23,50.0,1272722
"2023-07-17",0,0.0,1307240
"2023-07-17",0,10.0,1267667
"2023-07-17",0,20.0,1200373
"2023-07-17",0,30.0,1107659
"2023-07-17",0,40.0,1032688
"2023-07-17",0,50.0,967723
"2023-07-17",1,0.0,954393
"2023-07-17",1,10.0,897207
"2023-07-17",1,20.0,820187
"2023-07-17",1,30.0,770269
"2023-07-17",1,40.0,717833
"2023-07-17",1,50.0,681082
"2023-07-17",2,0.0,681804
"2023-07-17",2,10.0,634411
"2023-07-17",2,20.0,575202
"2023-07-17",2,30.0,558219
"2023-07-17",2,40.0,536288
"2023-07-17",2,50.0,532216
"2023-07-17",3,0.0,538609
"2023-07-17",3,10.0,494961
"2023-07-17",3,20.0,462049
"2023-07-17",3,30.0,475057
"2023-07-17",3,40.0,478079
"2023-07-17",3,50.0,477334
"2023-07-17",4,0.0,534620
"2023-07-17",4,10.0,538992
"2023-07-17",4,20.0,562111
"2023-07-17",4,30.0,604444
"2023-07-17",4,40.0,624450
"2023-07-17",4,50.0,661090
"2023-07-17",5,0.0,775025
"2023-07-17",5,10.0,798823
"2023-07-17",5,20.0,845475
"2023-07-17",5,30.0,919924
"2023-07-17",5,40.0,968055
"2023-07-17",5,50.0,1019949
"2023-07-17",6,0.0,1095517
"2023-07-17",6,10.0,1113445
"2023-07-17",6,20.0,1164872
"2023-07-17",6,30.0,1283778
"2023-07-17",6,40.0,1310668
"2023-07-17",6,50.0,1323939
"2023-07-17",7,0.0,1396492
"2023-07-17",7,10.0,1399937
"2023-07-17",7,20.0,1430652
"2023-07-17",7,30.0,1458063
"2023-07-17",7,40.0,1450749
"2023-07-17",7,50.0,1496805
"2023-07-17",8,0.0,1561905
"2023-07-17",8,10.0,1537034
"2023-07-17",8,20.0,1547771
"2023-07-17",8,30.0,1544612
"2023-07-17",8,40.0,1536021
"2023-07-17",8,50.0,1521961
"2023-07-17",9,0.0,1057414
"2023-07-17",9,10.0,481690
"2023-07-17",9,20.0,484974
"2023-07-17",9,30.0,497278
"2023-07-17",9,40.0,482090
"2023-07-17",9,50.0,480703
"2023-07-17",10,0.0,502793
"2023-07-17",10,10.0,498439
"2023-07-17",10,20.0,487449
"2023-07-17",10,30.0,496687
"2023-07-17",10,40.0,516850
"2023-07-17",10,50.0,502002
"2023-07-17",11,0.0,517565
"2023-07-17",11,10.0,508934
"2023-07-17",11,20.0,504834
"2023-07-17",11,30.0,504834
"2023-07-17",11,40.0,502885
"2023-07-17",11,50.0,524768
"2023-07-17",12,0.0,522912
"2023-07-17",12,10.0,510404
"2023-07-17",12,20.0,515507
"2023-07-17",12,30.0,518132
"2023-07-17",12,40.0,514257
"2023-07-17",12,50.0,490138
"2023-07-17",13,0.0,509838
"2023-07-17",13,10.0,504475
"2023-07-17",13,20.0,510792
"2023-07-17",13,30.0,507628
"2023-07-17",13,40.0,506983
"2023-07-17",13,50.0,502829
"2023-07-17",14,0.0,509720
"2023-07-17",14,10.0,504001
"2023-07-17",14,20.0,492878
"2023-07-17",14,30.0,490208
"2023-07-17",14,40.0,558482
"2023-07-17",14,50.0,509463
"2023-07-17",15,0.0,499628
"2023-07-17",15,10.0,498405
"2023-07-17",15,20.0,489860
"2023-07-17",15,30.0,488995
"2023-07-17",15,40.0,536163
"2023-07-17",15,50.0,497166
"2023-07-17",16,0.0,511808
"2023-07-17",16,10.0,505098
"2023-07-17",16,20.0,497763
"2023-07-17",16,30.0,498834
"2023-07-17",16,40.0,495684
"2023-07-17",16,50.0,483304
"2023-07-17",17,0.0,493783
"2023-07-17",17,10.0,487543
"2023-07-17",17,20.0,493156
"2023-07-17",17,30.0,504046
"2023-07-17",17,40.0,648024
"2023-07-17",17,50.0,653224
"2023-07-17",18,0.0,522963
"2023-07-17",18,10.0,502684
"2023-07-17",18,20.0,502683
"2023-07-17",18,30.0,505610
"2023-07-17",18,40.0,524624
"2023-07-17",18,50.0,573484
"2023-07-17",19,0.0,525136
"2023-07-17",19,10.0,510972
"2023-07-17",19,20.0,504140
"2023-07-17",19,30.0,507269
"2023-07-17",19,40.0,508284
"2023-07-17",19,50.0,503614
"2023-07-17",20,0.0,506383
"2023-07-17",20,10.0,499090
"2023-07-17",20,20.0,497940
"2023-07-17",20,30.0,493603
"2023-07-17",20,40.0,498944
"2023-07-17",20,50.0,508348
"2023-07-17",21,0.0,515269
"2023-07-17",21,10.0,514443
"2023-07-17",21,20.0,511611
"2023-07-17",21,30.0,520258
"2023-07-17",21,40.0,526316
"2023-07-17",21,50.0,523512
"2023-07-17",22,0.0,486521
"2023-07-17",22,10.0,493606
"2023-07-17",22,20.0,499936
"2023-07-17",22,30.0,479790
"2023-07-17",22,40.0,476366
"2023-07-17",22,50.0,480436
"2023-07-17",23,0.0,471357
"2023-07-17",23,10.0,459367
"2023-07-17",23,20.0,455369
"2023-07-17",23,30.0,440141
"2023-07-17",23,40.0,381328
"2023-07-17",23,50.0,364405
"2023-07-18",0,0.0,389434
"2023-07-18",0,10.0,364669
"2023-07-18",0,20.0,336052
"2023-07-18",0,30.0,318694
"2023-07-18",0,40.0,296927
"2023-07-18",0,50.0,280774
"2023-07-18",1,0.0,286167
"2023-07-18",1,10.0,289256
"2023-07-18",1,20.0,269763
"2023-07-18",1,30.0,235765
"2023-07-18",1,40.0,236579
"2023-07-18",1,50.0,222383
"2023-07-18",2,0.0,245517
"2023-07-18",2,10.0,246523
"2023-07-18",2,20.0,200198
"2023-07-18",2,30.0,214881
"2023-07-18",2,40.0,219189
"2023-07-18",2,50.0,217066
"2023-07-18",3,0.0,240086
"2023-07-18",3,10.0,197175
"2023-07-18",3,20.0,167367
"2023-07-18",3,30.0,163150
"2023-07-18",3,40.0,151097
"2023-07-18",3,50.0,144301
"2023-07-18",4,0.0,189638
"2023-07-18",4,10.0,187495
"2023-07-18",4,20.0,169267
"2023-07-18",4,30.0,163197
"2023-07-18",4,40.0,172602
"2023-07-18",4,50.0,174139
"2023-07-18",5,0.0,194709
"2023-07-18",5,10.0,201914
"2023-07-18",5,20.0,187430
"2023-07-18",5,30.0,196939
"2023-07-18",5,40.0,219514
"2023-07-18",5,50.0,216613
"2023-07-18",6,0.0,240273
"2023-07-18",6,10.0,268590
"2023-07-18",6,20.0,266716
"2023-07-18",6,30.0,284445
"2023-07-18",6,40.0,319724
"2023-07-18",6,50.0,346641
"2023-07-18",7,0.0,352916
"2023-07-18",7,10.0,362379
"2023-07-18",7,20.0,406871
"2023-07-18",7,30.0,394213
"2023-07-18",7,40.0,393370
"2023-07-18",7,50.0,407692
"2023-07-18",8,0.0,431424
"2023-07-18",8,10.0,443639
"2023-07-18",8,20.0,452391
"2023-07-18",8,30.0,480566
"2023-07-18",8,40.0,479497
"2023-07-18",8,50.0,457993
"2023-07-18",9,0.0,489005
"2023-07-18",9,10.0,478205
"2023-07-18",9,20.0,479731
"2023-07-18",9,30.0,510147
"2023-07-18",9,40.0,509652
"2023-07-18",9,50.0,508414
"2023-07-18",10,0.0,505817
"2023-07-18",10,10.0,498910
"2023-07-18",10,20.0,500700
"2023-07-18",10,30.0,499218
"2023-07-18",10,40.0,498206
"2023-07-18",10,50.0,502554
"2023-07-18",11,0.0,517948
"2023-07-18",11,10.0,508170
"2023-07-18",11,20.0,489479
"2023-07-18",11,30.0,505092
"2023-07-18",11,40.0,532373
"2023-07-18",11,50.0,504995
"2023-07-18",12,0.0,532907
"2023-07-18",12,10.0,524264
"2023-07-18",12,20.0,519944
"2023-07-18",12,30.0,524203
"2023-07-18",12,40.0,561463
"2023-07-18",12,50.0,566185
"2023-07-18",13,0.0,576656
"2023-07-18",13,10.0,566581
"2023-07-18",13,20.0,558286
"2023-07-18",13,30.0,546776
"2023-07-18",13,40.0,538498
"2023-07-18",13,50.0,532299
"2023-07-18",14,0.0,567131
"2023-07-18",14,10.0,550963
"2023-07-18",14,20.0,540926
"2023-07-18",14,30.0,533484
"2023-07-18",14,40.0,527528
"2023-07-18",14,50.0,571550
"2023-07-18",15,0.0,562939
"2023-07-18",15,10.0,544799
"2023-07-18",15,20.0,528491
"2023-07-18",15,30.0,524827
"2023-07-18",15,40.0,544455
"2023-07-18",15,50.0,574741
"2023-07-18",16,0.0,561312
"2023-07-18",16,10.0,522732
"2023-07-18",16,20.0,535366
"2023-07-18",16,30.0,553205
"2023-07-18",16,40.0,638497
"2023-07-18",16,50.0,544907
"2023-07-18",17,0.0,514113
"2023-07-18",17,10.0,529877
"2023-07-18",17,20.0,534804
"2023-07-18",17,30.0,538028
"2023-07-18",17,40.0,567995
"2023-07-18",17,50.0,577682
"2023-07-18",18,0.0,596829
"2023-07-18",18,10.0,613875
"2023-07-18",18,20.0,617601
"2023-07-18",18,30.0,617872
"2023-07-18",18,40.0,639266
"2023-07-18",18,50.0,683603
"2023-07-18",19,0.0,589637
"2023-07-18",19,10.0,584530
"2023-07-18",19,20.0,586739
"2023-07-18",19,30.0,585723
"2023-07-18",19,40.0,595646
"2023-07-18",19,50.0,658693
"2023-07-18",20,0.0,561081
"2023-07-18",20,10.0,539265
"2023-07-18",20,20.0,527682
"2023-07-18",20,30.0,528081
"2023-07-18",20,40.0,533023
"2023-07-18",20,50.0,561502
"2023-07-18",21,0.0,551152
"2023-07-18",21,10.0,540903
"2023-07-18",21,20.0,549418
"2023-07-18",21,30.0,550319
"2023-07-18",21,40.0,602626
"2023-07-18",21,50.0,600324
"2023-07-18",22,0.0,559835
"2023-07-18",22,10.0,578933
"2023-07-18",22,20.0,648486
"2023-07-18",22,30.0,657866
"2023-07-18",22,40.0,505657
"2023-07-18",22,50.0,26740
"2023-07-18",23,0.0,336661
"2023-07-18",23,10.0,555586
"2023-07-18",23,20.0,630605
"2023-07-18",23,30.0,559477
"2023-07-18",23,40.0,387072
"2023-07-18",23,50.0,361779
"2023-07-19",0,0.0,365947
"2023-07-19",0,10.0,342312
"2023-07-19",0,20.0,338412
"2023-07-19",0,30.0,320256
"2023-07-19",0,40.0,294992
"2023-07-19",0,50.0,271257
"2023-07-19",1,0.0,286985
"2023-07-19",1,10.0,274359
"2023-07-19",1,20.0,246872
"2023-07-19",1,30.0,236718
"2023-07-19",1,40.0,235619
"2023-07-19",1,50.0,224736
"2023-07-19",2,0.0,246837
"2023-07-19",2,10.0,219381
"2023-07-19",2,20.0,192405
"2023-07-19",2,30.0,198467
"2023-07-19",2,40.0,209548
"2023-07-19",2,50.0,214551
"2023-07-19",3,0.0,219031
"2023-07-19",3,10.0,177637
"2023-07-19",3,20.0,168133
"2023-07-19",3,30.0,161980
"2023-07-19",3,40.0,149165
"2023-07-19",3,50.0,148360
"2023-07-19",4,0.0,179059
"2023-07-19",4,10.0,177939
"2023-07-19",4,20.0,169323
"2023-07-19",4,30.0,163239
"2023-07-19",4,40.0,161707
"2023-07-19",4,50.0,156052
"2023-07-19",5,0.0,174768
"2023-07-19",5,10.0,167776
"2023-07-19",5,20.0,168888
"2023-07-19",5,30.0,183143
"2023-07-19",5,40.0,198856
"2023-07-19",5,50.0,212036
"2023-07-19",6,0.0,238588
"2023-07-19",6,10.0,263665
"2023-07-19",6,20.0,267578
"2023-07-19",6,30.0,299878
"2023-07-19",6,40.0,319182
"2023-07-19",6,50.0,336306
"2023-07-19",7,0.0,350071
"2023-07-19",7,10.0,359265
"2023-07-19",7,20.0,374242
"2023-07-19",7,30.0,385428
"2023-07-19",7,40.0,396480
"2023-07-19",7,50.0,406826
"2023-07-19",8,0.0,431480
"2023-07-19",8,10.0,440564
"2023-07-19",8,20.0,442972
"2023-07-19",8,30.0,445428
"2023-07-19",8,40.0,446878
"2023-07-19",8,50.0,450429
"2023-07-19",9,0.0,474648
"2023-07-19",9,10.0,471232
"2023-07-19",9,20.0,467658
"2023-07-19",9,30.0,466303
"2023-07-19",9,40.0,468642
"2023-07-19",9,50.0,468344
"2023-07-19",10,0.0,489977
"2023-07-19",10,10.0,486739
"2023-07-19",10,20.0,482593
"2023-07-19",10,30.0,489966
"2023-07-19",10,40.0,505097
"2023-07-19",10,50.0,492052
"2023-07-19",11,0.0,509860
"2023-07-19",11,10.0,495430
"2023-07-19",11,20.0,487682
"2023-07-19",11,30.0,498995
"2023-07-19",11,40.0,495336
"2023-07-19",11,50.0,517049
"2023-07-19",12,0.0,527649
"2023-07-19",12,10.0,519412
"2023-07-19",12,20.0,519738
"2023-07-19",12,30.0,518496
"2023-07-19",12,40.0,514710
"2023-07-19",12,50.0,536153
"2023-07-19",13,0.0,522344
"2023-07-19",13,10.0,510337
"2023-07-19",13,20.0,507203
"2023-07-19",13,30.0,507302
"2023-07-19",13,40.0,549941
"2023-07-19",13,50.0,624087
"2023-07-19",14,0.0,520504
"2023-07-19",14,10.0,510016
"2023-07-19",14,20.0,513527
"2023-07-19",14,30.0,518145
"2023-07-19",14,40.0,530681
"2023-07-19",14,50.0,617680
"2023-07-19",15,0.0,514336
"2023-07-19",15,10.0,507622
"2023-07-19",15,20.0,509921
"2023-07-19",15,30.0,510782
"2023-07-19",15,40.0,510684
"2023-07-19",15,50.0,517824
"2023-07-19",16,0.0,526670
"2023-07-19",16,10.0,512652
"2023-07-19",16,20.0,525384
"2023-07-19",16,30.0,523903
"2023-07-19",16,40.0,569270
"2023-07-19",16,50.0,542561
"2023-07-19",17,0.0,524386
"2023-07-19",17,10.0,513728
"2023-07-19",17,20.0,526534
"2023-07-19",17,30.0,537199
"2023-07-19",17,40.0,572228
"2023-07-19",17,50.0,552470
"2023-07-19",18,0.0,602218
"2023-07-19",18,10.0,593450
"2023-07-19",18,20.0,590586
"2023-07-19",18,30.0,589857
"2023-07-19",18,40.0,575216
"2023-07-19",18,50.0,568252
"2023-07-19",19,0.0,577723
"2023-07-19",19,10.0,569573
"2023-07-19",19,20.0,572368
"2023-07-19",19,30.0,568894
"2023-07-19",19,40.0,581040
"2023-07-19",19,50.0,590728
"2023-07-19",20,0.0,559670
"2023-07-19",20,10.0,539327
"2023-07-19",20,20.0,531497
"2023-07-19",20,30.0,522782
"2023-07-19",20,40.0,522758
"2023-07-19",20,50.0,533657
"2023-07-19",21,0.0,531230
"2023-07-19",21,10.0,529675
"2023-07-19",21,20.0,526559
"2023-07-19",21,30.0,520889
"2023-07-19",21,40.0,518576
"2023-07-19",21,50.0,508829
"2023-07-19",22,0.0,488068
"2023-07-19",22,10.0,482582
"2023-07-19",22,20.0,477902
"2023-07-19",22,30.0,476806
"2023-07-19",22,40.0,474486
"2023-07-19",22,50.0,465216
"2023-07-19",23,0.0,453766
"2023-07-19",23,10.0,428669
"2023-07-19",23,20.0,419373
"2023-07-19",23,30.0,400100
"2023-07-19",23,40.0,378146
"2023-07-19",23,50.0,361616
